,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA,period,DNA0_min,DNA0_max,DNA1_min,DNA1_max,DNA2_min,DNA2_max,DNA3_min,DNA3_max,DNA12_min,DNA12_max,DNA23_min,DNA23_max,DNA13_min,DNA13_max,DNA123_min,DNA123_max,mRNA_min,mRNA_max,m_min,m_max,d_min,d_max,selected,monotonicity_type
3099,103,0.6448,0.9744,0.0007529,0.0113,44.06,0.1401,0.00325,0.002578,97.95,3.008,0.004854,0.07179,0.01283,0.001241,0.001184,0.7307,0.04052,4.061,35.72,2.233,11.33,0.2741,2.757,0.5446,1.434,0.1305,0.8894,1,0,0,194,0.07732,0.9717,0.01631,0.5734,0.0008263,0.001154,0.0005308,0.3001,2.43E-05,0.01025,0.003307,0.003885,2.26E-08,0.002971,1.24E-06,0.1862,0.08029,3.921,13.52,509.8,0.04731,66.65,TRUE,1
3100,7.839,0.2133,5.575,0.09475,0.05284,84.3,2.18,0.1178,19.85,98.72,0.01736,0.005132,20.34,0.3465,0.001477,0.2072,0.257,0.04823,710.3,12.56,6.089,0.4559,9.711,14.86,1.485,0.05771,4.624,4.795,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3101,3.301,0.4524,2.259,0.002015,0.01561,1.029,1.586,0.02901,0.0247,38.99,0.06445,0.009075,0.8652,0.007335,0.001194,0.009113,0.001266,0.03898,31.25,0.0619,2.66,0.4062,1.438,1.485,0.6488,0.05141,0.6846,0.4791,1,0,0,904.9,0.5623,0.8372,0.0644,0.1662,0.0005758,0.00173,0.04196,0.115,0.0001855,0.002012,0.04281,0.1667,6.18E-05,0.0007135,0.000989,0.01115,1.729,3.563,12.6,25.87,2.404,10.13,FALSE,1
3102,0.3372,0.2345,0.5265,0.001195,0.08627,45.94,5.259,0.05274,15.83,99.1,6.583,0.01636,1.12,0.397,0.00104,0.008479,0.006491,0.03395,29.07,0.3173,0.2877,0.6893,0.7537,0.5358,0.07018,0.08726,0.3589,0.1728,1,0,0,128,0.03079,0.6326,0.02554,0.2617,0.0001211,0.005198,0.0118,0.2914,0.0003152,0.008525,0.1421,0.6101,7.51E-06,0.02051,0.002283,0.4039,15.95,282.2,23.48,287.3,1.036,155,FALSE,1
3103,9.856,0.5525,5.325,0.08111,0.426,253.1,3.117,63.58,1.649,0.5378,69.53,1.079,0.006125,0.002291,0.01733,0.008241,0.001269,0.5659,28.26,0.06201,0.9489,0.4276,0.4768,1.074,0.2314,0.05413,0.227,0.3466,1,0,0,124.4,0.08787,0.8477,0.01011,0.4729,8.23E-05,0.00524,0.0548,0.06957,5.57E-06,0.05949,0.05165,0.5387,3.34E-05,0.002471,0.0004978,0.2449,0.9267,19.83,16.5,268.7,0.4579,121.5,TRUE,1
3104,20.18,0.3105,5.765,0.01848,0.012,57.85,1.446,80.7,0.002458,0.2256,92.52,0.008452,18.49,0.01996,0.4643,0.1525,0.001407,15.16,522.7,0.06879,0.901,8.701,16.16,0.9335,0.2198,1.101,7.697,0.3011,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3105,74.9,0.9468,6.486,0.0445,0.8273,691.7,2.604,0.4934,10.73,54.54,0.09024,0.01184,0.002096,0.006564,0.001619,0.001584,0.4244,0.05286,5.431,20.74,1.721,0.4269,2.812,1.624,0.4197,0.05404,1.339,0.5237,1,0,0,30,0.05602,0.4135,0.01259,0.5148,0.0001609,0.00355,0.01093,0.2687,0.001041,0.005018,0.3068,0.3898,1.19E-05,0.02159,0.001977,0.394,0.4601,5.943,37.75,365.3,1.705,159.6,TRUE,1
3106,106.1,0.4032,6.48,0.002346,0.9628,397.1,0.4436,0.01218,0.1084,46.13,0.6741,0.373,79.91,0.001302,0.001615,0.04799,0.2131,0.05274,164.5,10.41,5.361,0.9544,3.431,0.4337,1.308,0.1208,1.634,0.1399,1,0,0,58.8,0.06892,0.7074,0.02079,0.4748,0.0001159,0.004744,0.008156,0.3311,0.0003213,0.004231,0.04345,0.5892,3.74E-06,0.01652,0.0002635,0.3097,0.06167,1.141,17.44,206.2,0.7371,103.1,TRUE,1
3107,27.96,0.892,0.3436,0.002706,0.171,64.05,0.1497,0.09407,0.3013,44.74,0.05198,0.01184,0.006963,0.005026,0.003712,0.08691,0.3397,0.1212,298,16.6,2.168,0.5942,1.966,9.403,0.5288,0.07521,0.9363,3.033,1,0,0,56.1,0.1697,0.8008,0.06163,0.3006,0.000393,0.00313,0.0276,0.2189,0.0003411,0.003695,0.04607,0.5047,3.33E-05,0.004588,0.0008002,0.1356,0.8511,4.104,26.9,122.1,1.932,39.82,TRUE,1
3108,95.7,0.1153,2.396,0.002825,0.1051,33.74,0.01872,0.001065,0.006006,83.36,0.001506,0.403,9.22,0.003906,0.001079,0.004711,0.01048,0.03522,16.15,0.5122,7.496,0.7024,4.856,4.649,1.828,0.08891,2.312,1.5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3109,69.74,0.8701,0.2666,0.02481,0.0184,9.322,0.09189,0.02214,34.33,43.08,0.003592,0.02984,12.38,0.3154,0.001632,0.1978,0.02357,0.0533,678.2,1.152,0.302,0.8322,1.166,0.3956,0.07365,0.1053,0.5551,0.1276,1,0,0,61.4,0.04045,0.5762,0.02217,0.3645,0.0001927,0.004249,0.01484,0.273,0.0007194,0.004148,0.1332,0.6401,1.59E-05,0.01585,0.002357,0.3886,0.3652,3.602,29.46,256.1,1.712,129.1,TRUE,1
3110,22.52,0.8766,8.466,0.0008332,0.2759,36.3,2.943,27.41,21.7,0.1131,0.4252,0.2978,0.5675,0.001982,1.65,0.001643,0.0025,53.89,5.632,0.1222,0.4138,0.4501,1.414,10.17,0.1009,0.05697,0.6733,3.281,1,0,0,42.4,0.1865,0.7387,0.03327,0.3535,0.0003242,0.002526,0.02654,0.2627,7.09E-05,0.01248,0.07423,0.456,0.0001794,0.001311,0.00105,0.1308,0.5574,3.52,14.78,78.6,1.662,46.96,TRUE,1
3111,6.189,0.3182,2.891,0.03833,0.2637,632.8,5.015,0.001185,0.01606,38.03,0.03167,0.04813,0.2987,0.03397,0.004629,0.0132,0.01305,0.1512,45.25,0.638,11.64,0.4242,14.76,2.378,2.84,0.0537,7.029,0.7672,1,0,0,107.6,0.4286,0.7922,0.08162,0.1547,0.0006026,0.00204,0.0434,0.139,0.0002777,0.002689,0.06361,0.2783,7.29E-05,0.00123,0.001782,0.02762,4.174,10.05,81.01,187.5,2.734,14.66,TRUE,1
3112,0.398,0.2297,0.1714,0.00385,0.1934,31.21,0.586,0.01467,27.07,59.85,0.5629,0.01013,0.09541,0.003106,0.001688,0.002136,0.6468,0.05511,7.323,31.61,2.023,0.5066,1.196,0.718,0.4933,0.06413,0.5694,0.2316,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3113,4.792,0.2766,4.865,0.08933,0.04234,124.5,6.599,0.819,0.3992,79.27,0.2258,0.01936,0.00158,0.06179,0.001692,0.001913,3.804,0.05525,6.56,185.9,4.288,2.2,0.1188,4.359,1.046,0.2785,0.05657,1.406,1,0,0,118.7,0.1368,0.9433,0.0315,0.0357,9.78E-05,0.003125,0.00679,0.321,3.49E-05,0.004741,0.004752,0.5091,1.85E-06,0.004449,2.42E-05,0.1876,2.005,35,35.07,419.6,0.418,59.83,FALSE,1
3114,7.317,0.9575,1.304,0.002583,0.7491,462.1,4.329,0.1129,0.0122,67.86,10.48,0.04125,0.1733,0.06863,0.004223,0.1621,0.1008,0.1379,555.7,4.928,4.208,0.4712,0.1213,1.538,1.026,0.05964,0.05778,0.496,1,0,0,22.8,0.02465,0.4894,0.018,0.363,0.0002032,0.00395,0.01482,0.2648,0.0009257,0.003768,0.1838,0.6631,2.11E-05,0.01674,0.00393,0.4532,4.52,55.88,36.46,310.5,2.155,156.3,FALSE,1
3115,10.44,0.6596,2.969,0.0005392,0.0216,50.6,1.903,89.76,7.264,0.008997,0.01754,1.687,11.6,0.03334,0.2424,0.007601,0.007667,7.915,26.06,0.3748,7.25,0.8695,3.601,9.733,1.768,0.1101,1.715,3.14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3116,27.73,0.8908,9.738,0.00537,0.4423,29.59,1.051,0.05992,5.083,71.35,0.6339,1.481,12.38,0.07809,0.001375,0.0258,0.1335,0.0449,88.44,6.528,1.028,1.187,0.617,5.289,0.2508,0.1502,0.2938,1.706,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3117,5.276,0.8692,7.127,0.01019,0.5991,187.9,7.274,76.8,0.009552,0.005946,4.599,0.002723,0.06102,0.01948,0.9008,0.01126,0.00107,29.41,38.6,0.05231,4.845,0.7978,7.623,0.7492,1.182,0.101,3.63,0.2417,1,0,0,105.8,0.08716,0.9569,0.0007642,0.5649,7.33E-06,0.005292,0.004825,0.5339,4.27E-08,0.0681,0.004872,0.5269,1.23E-05,0.001323,1.80E-06,0.2615,0.575,44.69,3.801,198.2,0.04618,125.2,FALSE,1
3118,3.273,0.8722,1.363,0.006157,0.02196,1.673,2.207,0.2979,0.2254,87.37,0.004252,0.04817,0.001492,0.164,0.001091,0.2371,15.49,0.03562,813.1,757.2,3.408,0.5929,1.069,5.115,0.8311,0.07505,0.5089,1.65,1,0,0,60.5,0.02907,0.6349,0.01073,0.6415,3.92E-05,0.005072,0.002747,0.3565,0.0002134,0.001764,0.02884,0.2384,5.76E-07,0.02646,7.63E-05,0.454,1.273,49.41,4.948,115.2,0.3346,171.5,FALSE,1
3119,73.29,0.5146,2.828,0.02525,0.347,175.3,0.4518,0.2753,1.417,48.14,8.84,0.1532,0.04323,0.06995,0.002613,0.004006,0.354,0.08531,13.73,17.3,0.4213,0.3963,7.237,1.378,0.1028,0.05017,3.446,0.4445,1,0,0,35.7,0.1431,0.2828,0.07904,0.2135,0.0008678,0.001902,0.06081,0.1336,0.002921,0.004043,0.4051,0.5264,0.0004569,0.003026,0.03849,0.1481,0.5304,1.078,77.54,140,11.9,38.8,FALSE,1
3120,2.097,0.4432,0.1137,0.0272,0.04791,14.74,0.1476,0.01608,2.098,98.43,0.01113,0.2535,0.5977,0.01752,0.001189,0.1564,0.05954,0.03884,536.4,2.91,0.2125,0.6167,1.882,4.062,0.05182,0.07806,0.8963,1.31,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3121,9.896,0.6884,7.935,0.006892,0.06185,5.26,2.844,0.5425,0.001735,43.9,1.999,0.001085,0.001753,0.06223,0.001885,0.001103,19.55,0.06154,3.782,955.4,6.742,0.9159,7.459,13.4,1.644,0.1159,3.552,4.324,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3122,48.72,0.1973,2.895,0.04493,0.06076,941.1,0.2951,88.42,0.1721,7.71,0.04108,1.055,0.05709,0.05635,12.32,0.01614,0.001923,402.3,55.35,0.094,7.081,0.4522,0.8334,18.04,1.727,0.05725,0.3969,5.82,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3123,7.683,0.4663,8.329,0.0066,0.0953,70.08,4.667,0.002381,0.001172,86.49,55.53,0.01032,0.02339,0.002718,0.001262,0.03728,15.92,0.04121,127.8,778.1,8.166,3.741,2.267,5.026,1.992,0.4736,1.08,1.621,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3124,52.57,0.2521,2.97,0.05247,0.04947,577.3,0.8341,0.04048,0.001126,78.47,0.003559,0.00118,0.3619,0.001316,0.001918,0.2756,0.1684,0.06262,945,8.23,1.128,0.9828,1.632,8.757,0.2751,0.1244,0.7773,2.825,1,0,0,70.1,0.06646,0.8644,0.01777,0.4394,0.0001017,0.005499,0.007162,0.3777,0.000118,0.004266,0.01587,0.592,2.20E-06,0.01943,7.16E-05,0.3176,0.3452,8.339,76.05,1128,0.4956,109,TRUE,1
3125,0.8403,0.6051,2.7,0.001077,0.01651,1.021,5.125,0.02625,0.002663,84.18,0.9333,0.01278,7.053,0.0181,0.001123,0.001951,0.3427,0.03667,6.691,16.75,16.94,4.178,16.03,0.2643,4.131,0.5288,7.631,0.08527,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3126,6.187,0.7919,0.2263,0.009379,0.03169,12.61,0.2979,0.02429,0.2252,49.39,0.09166,0.8212,69.03,0.002533,0.002863,0.1113,1.505,0.09349,381.6,73.58,11.55,1.437,4.863,0.6016,2.817,0.1819,2.316,0.1941,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3127,1.808,0.8171,0.5597,0.02548,0.01225,8.738,4.584,0.6683,0.008073,48.53,5.765,0.196,0.002862,0.005007,0.001917,0.001156,0.2339,0.06259,3.962,11.43,16.33,0.8496,2.232,9.022,3.982,0.1075,1.063,2.91,1,0,0,61.1,0.1096,0.8043,0.03502,0.4565,0.0009792,0.002285,0.008797,0.2934,0.0002459,0.004094,0.0335,0.5538,5.77E-06,0.003298,0.0002235,0.2215,10.3,111.5,22.98,218.9,0.7411,66.93,FALSE,1
3128,0.3514,0.4749,0.2178,0.003036,0.01186,28.24,8.457,0.09797,4.525,99.76,27.03,0.0355,2.74,0.06991,0.001288,0.01019,0.3425,0.04206,34.95,16.74,0.5352,0.7869,0.5872,11.83,0.1305,0.09961,0.2796,3.817,1,0,0,80.6,0.01487,0.7714,0.009365,0.5504,8.64E-05,0.005395,0.006071,0.3844,0.0002044,0.005003,0.02765,0.6454,2.02E-06,0.02663,0.0001213,0.5279,47.13,1132,35.31,698.6,0.5242,205,FALSE,1
3129,0.9306,0.3033,0.9868,0.03656,0.02833,0.3156,0.3717,0.2134,0.304,99.62,50.48,0.06486,45.73,0.006188,0.001251,0.001513,0.006393,0.04086,5.189,0.3125,0.84,0.4446,0.1971,1.415,0.2049,0.05627,0.09385,0.4566,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3130,40.89,0.6264,9.178,0.003734,0.144,0.3191,0.07147,0.572,0.03145,81.07,0.004147,0.01861,0.03689,0.1707,0.001342,0.02751,1.492,0.04383,94.31,72.9,6.099,0.715,1.142,14.72,1.488,0.0905,0.5437,4.748,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3131,65.24,0.7236,0.1949,0.06006,0.01066,20.04,0.06352,0.003265,0.00118,94.84,0.1096,0.01029,0.004017,0.0202,0.001367,0.006975,0.01308,0.04464,23.91,0.6395,5.236,0.5787,1.285,3.794,1.277,0.07325,0.6121,1.224,1,0,0,90.7,0.0164,0.7251,0.01557,0.3168,6.66E-05,0.005672,0.00598,0.3324,0.00315,0.006282,0.07768,0.7111,2.11E-06,0.0207,0.00066,0.4952,0.3393,7.479,30.67,580.2,0.5,178.5,TRUE,1
3132,9.45,0.6359,4.528,0.002398,0.1259,335.8,3.243,98.06,0.01514,0.01091,73.01,0.03096,19.23,0.09753,0.7733,0.001629,0.00334,25.25,5.584,0.1633,2.579,3.027,1.234,0.4736,0.6289,0.3831,0.5878,0.1528,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3133,18.2,0.3921,0.6349,0.08633,0.08934,731.7,0.6172,0.001096,15.17,67.31,24.95,0.003382,0.7012,0.04933,0.00248,0.1761,0.01924,0.08096,603.7,0.9404,0.2631,1.672,2.208,1.646,0.06418,0.2116,1.051,0.5311,1,0,0,100.7,0.1451,0.9245,0.04178,0.2858,0.0001806,0.003895,0.01312,0.2377,6.18E-05,0.003623,0.008437,0.5322,5.95E-06,0.006237,6.82E-05,0.1628,1.671,15.48,77.79,634.9,0.7388,49.21,TRUE,1
3134,3.442,0.8036,0.6871,0.0007898,0.07862,91.85,4.096,0.0158,2.511,30.75,0.002763,0.01092,56.5,0.3771,0.002074,0.001039,3.744,0.06771,3.561,183,9.968,7.311,0.9846,0.1555,2.431,0.9254,0.4689,0.05017,1,0,0,83.6,0.4929,0.8877,0.05596,0.2006,0.0002849,0.001836,0.01952,0.1353,0.0001251,0.001848,0.01712,0.2374,1.41E-05,0.0009599,0.0001765,0.0215,8.511,28.35,36.62,120,1.148,12.33,FALSE,1
3135,46.68,0.5514,0.8753,0.0333,0.04607,680.5,0.7036,1.757,1.243,60.95,0.3946,0.001554,0.1164,0.01232,0.001157,0.09162,4.188,0.03778,314.1,204.7,2.371,1.431,5.196,0.6854,0.5782,0.1812,2.474,0.2211,1,0,0,65.7,0.1053,0.6992,0.01838,0.4904,0.0001585,0.004846,0.01112,0.3401,0.0004916,0.003936,0.0664,0.5308,8.32E-06,0.01793,0.0006751,0.2709,1.547,16.22,131.9,1225,1.177,101.7,TRUE,1
3136,29.74,0.8616,0.7201,0.0169,0.01919,105,1.49,0.1249,0.07598,30.55,2.329,0.2567,3.704,0.003029,0.001637,0.02196,0.07523,0.05347,75.29,3.677,4.863,6.811,11.5,0.7904,1.186,0.8622,5.475,0.255,1,0,0,45.7,0.201,0.7261,0.06224,0.3448,0.0002788,0.003083,0.0204,0.2058,0.0004769,0.003504,0.0638,0.4761,1.96E-05,0.004014,0.0008237,0.1152,2.659,13.39,92.37,440.5,1.559,35.45,TRUE,1
3137,1.824,0.471,0.2138,0.003854,0.01097,14.51,0.7649,53.43,0.809,0.09399,29.45,0.003516,0.001417,0.06108,0.349,0.005508,0.001775,11.39,18.88,0.08676,0.8651,1.178,3.214,3.916,0.211,0.1491,1.53,1.263,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3138,0.6953,0.3941,0.6156,0.005214,0.03346,38.63,5.187,47.25,2.128,0.2077,5.369,1.153,0.002859,0.001679,2.337,0.142,0.001387,76.31,486.8,0.06782,15.7,2.285,14.28,0.6769,3.829,0.2892,6.801,0.2184,1,0,0,234.1,0.192,0.9639,0.01268,0.3161,0.0001208,0.00301,0.01382,0.2407,6.88E-06,0.01195,0.002272,0.4745,5.75E-06,0.0012,1.11E-05,0.1118,12.9,128.4,22.86,204.6,0.4525,36.25,FALSE,1
3139,1.598,0.6276,0.3799,0.009573,0.1465,382.7,5.317,0.7369,0.05451,34.32,0.003665,0.2022,0.9296,0.0808,0.001354,0.006537,0.1044,0.04421,22.41,5.102,8.058,1.993,0.3735,4.939,1.965,0.2523,0.1779,1.593,1,0,0,129,0.3264,0.8753,0.06399,0.06401,0.0002122,0.002883,0.01489,0.2035,0.0001503,0.00268,0.02025,0.3657,1.06E-05,0.002182,0.0002027,0.06395,19.79,102.9,50.53,256.7,0.9773,25.23,FALSE,1
3140,52.67,0.5715,0.3874,0.02262,0.6348,648.8,0.08291,0.3022,0.1938,57.34,26.3,0.07995,22.04,0.001402,0.001445,0.01011,0.3588,0.04719,34.65,17.54,0.6391,3.271,0.1734,2.293,0.1559,0.4141,0.08255,0.7397,1,0,0,83.2,0.08766,0.8539,0.03966,0.478,8.09E-05,0.00414,0.005697,0.2898,0.0001369,0.005442,0.01852,0.5389,1.59E-06,0.008486,7.16E-05,0.2247,0.2265,3.291,21.12,263.8,0.4363,68.06,TRUE,1
3141,68.45,0.1782,0.9297,0.008677,0.04413,96.18,0.08261,0.0239,47.93,31.29,0.7289,0.2942,3.174,0.1414,0.001634,0.005558,0.1158,0.05334,19.06,5.662,6.228,0.4016,5.26,3.549,1.519,0.05083,2.505,1.145,1,0,0,197.4,0.5008,0.8734,0.06207,0.1787,0.0004297,0.001909,0.03011,0.1342,0.0001639,0.001717,0.02222,0.2323,3.26E-05,0.0009852,0.0003406,0.02077,0.1599,0.4363,61.92,163,1.759,12.19,FALSE,1
3142,1.742,0.6179,1.372,0.007296,0.1823,105,6.87,37.23,12.68,0.1719,0.003234,0.05698,0.006024,0.001522,0.428,0.01029,0.001183,13.98,35.29,0.05785,0.5411,3.559,0.1439,11.07,0.132,0.4505,0.06854,3.572,1,0,0,70.4,0.1608,0.8693,0.008073,0.3704,7.64E-05,0.003514,0.02369,0.3614,3.75E-06,0.01816,0.02023,0.4821,5.02E-05,0.001462,6.81E-05,0.1443,5.116,69.93,14.77,168.9,0.3787,49.53,FALSE,1
3143,1.862,0.5464,0.4144,0.07331,0.1096,138.2,1.99,0.1419,0.02947,73.33,80.39,0.006361,0.004321,0.002226,0.001341,0.07322,0.02376,0.04379,251,1.162,0.4125,4.791,1.927,1.733,0.1006,0.6065,0.9177,0.559,1,0,0,147.4,0.1464,0.9432,0.03196,0.351,9.01E-05,0.003915,0.006553,0.2358,3.52E-05,0.003793,0.004675,0.5259,1.51E-06,0.005667,2.11E-05,0.1579,6.383,80.2,21.75,241.6,0.3749,46.28,FALSE,1
3144,58.12,0.233,5.422,0.07219,0.07447,602.8,0.7407,0.004927,0.348,78.25,0.3311,0.1041,28.17,0.4022,0.00131,0.002141,16.75,0.04277,7.339,818.5,19.03,0.5155,0.865,1.082,4.64,0.06525,0.4119,0.3489,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3145,0.1129,0.2275,0.4445,0.005281,0.1127,92.54,9.843,0.1623,0.9221,88.49,0.3386,0.001392,0.09604,0.004638,0.001954,0.003222,0.4183,0.0638,11.05,20.45,0.6058,1.784,1.156,0.3742,0.1478,0.2258,0.5506,0.1207,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3146,22.85,0.1296,3.105,0.006599,0.05451,89.21,0.228,67.51,0.04107,0.2415,0.09553,0.03022,4.971,0.2425,0.1646,0.03756,0.001454,5.376,128.8,0.07107,0.7575,0.5102,0.3989,8.582,0.1847,0.06458,0.19,2.769,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3147,3.701,0.2806,0.2697,0.09934,0.04919,22.12,0.1825,0.1158,0.001541,71.5,1.164,0.002942,0.1291,0.1568,0.001203,0.01343,0.3522,0.03927,46.05,17.21,1.367,0.9365,8.157,7.276,0.3333,0.1185,3.884,2.347,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3148,35.5,0.331,2.474,0.0158,0.9101,18.12,0.04632,0.003096,0.008023,67.79,4.923,0.3466,5.818,0.04482,0.001061,0.002152,0.007503,0.03463,7.38,0.3667,9.945,0.682,0.152,6.577,2.426,0.08633,0.07236,2.122,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3149,5.609,0.5889,0.3512,0.007176,0.21,48.42,0.3993,0.004068,0.269,55.9,0.7993,0.3488,2.319,0.1184,0.001448,0.02699,0.4696,0.04729,92.54,22.96,0.7068,2.538,4.756,18.53,0.1724,0.3213,2.265,5.978,1,0,0,76.9,0.06473,0.8108,0.03699,0.4672,0.0001003,0.003987,0.007053,0.2796,0.0001828,0.004422,0.02469,0.597,2.39E-06,0.008534,0.0001125,0.2608,1.157,16.22,11.21,126.6,0.5453,69.5,TRUE,1
3150,14.96,0.254,1.27,0.001042,0.01083,327.2,3.833,0.001776,0.008038,30.56,0.01017,0.09834,7.23,0.00374,0.001178,0.01046,1.409,0.03845,35.86,68.87,0.3681,1.766,0.1317,11.38,0.08978,0.2236,0.06272,3.672,1,0,0,77.7,0.1379,0.744,0.03283,0.4494,0.0001289,0.00417,0.009046,0.2975,0.000307,0.004547,0.0418,0.5031,4.48E-06,0.009588,0.0002646,0.1997,2.429,28.31,153.1,1416,0.7754,66.34,FALSE,1
3151,82.12,0.9257,4.913,0.0007332,0.7142,212.5,0.2226,93.02,0.3524,3.298,85.47,1.114,0.02224,0.00173,0.04923,0.001575,0.002364,1.607,5.4,0.1155,0.957,1.767,5.072,13.32,0.2334,0.2237,2.415,4.296,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3152,30.49,0.8523,4.151,0.001028,0.1251,337.7,1.595,84.05,0.04337,0.01138,0.001349,1.002,0.002953,0.06475,0.2137,0.005711,0.002268,6.977,19.58,0.1109,3.202,1.651,0.2942,0.4765,0.781,0.2089,0.1401,0.1537,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3153,1.88,0.4948,1.127,0.02499,0.2651,13.56,0.6031,69.44,0.01236,0.3074,0.001075,0.02371,0.03198,0.05044,0.03572,0.004502,0.001649,1.166,15.43,0.0806,1.923,2.484,2.105,1.108,0.469,0.3144,1.002,0.3575,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3154,11.73,0.4416,1.573,0.001954,0.2996,181.9,1.442,0.4915,0.001128,57.6,0.01598,0.03074,0.282,0.001616,0.002376,0.2147,0.02301,0.07757,736.3,1.125,1.465,0.516,5.341,0.1929,0.3572,0.06532,2.544,0.06222,1,0,0,46.5,0.06446,0.3931,0.04363,0.2405,0.0003941,0.003041,0.02969,0.1996,0.001362,0.006039,0.3034,0.6253,8.86E-05,0.008994,0.01401,0.2929,1.924,10.65,53.64,229.1,4.738,86.47,TRUE,1
3155,0.763,0.845,0.4132,0.002002,0.2739,306.8,7.991,0.001577,3.446,62.11,3.125,0.216,1.027,0.136,0.001096,0.02235,0.01221,0.03577,76.62,0.597,1.582,0.4021,0.8918,1.142,0.3859,0.05089,0.4247,0.3684,1,0,0,191.1,0.08918,0.9101,0.04889,0.09045,1.41E-05,0.006677,0.001912,0.4193,3.32E-05,0.008153,0.01567,0.5804,1.31E-07,0.03163,0.0001417,0.2997,12.18,477,11.08,403.7,0.1096,145.5,FALSE,1
3156,1.255,0.1748,0.4064,0.0547,0.01312,35.45,1.239,46.76,0.008153,0.8844,0.2974,0.01889,0.9226,0.04089,0.005044,0.0399,0.001147,0.1647,136.8,0.05608,0.5713,0.4698,11.24,0.379,0.1393,0.05947,5.353,0.1222,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3157,0.8143,0.3794,0.2369,0.001062,0.6457,450.4,1.656,1.154,0.1203,60.03,0.002786,0.5868,0.03361,0.08573,0.001443,0.2001,0.08239,0.04711,686,4.027,1.248,0.5656,10.61,1.31,0.3045,0.07159,5.054,0.4227,1,0,0,111.6,0.1092,0.7684,0.03494,0.3528,0.0002999,0.00403,0.02112,0.2804,0.0004094,0.003917,0.05557,0.5538,2.28E-05,0.009955,0.0008774,0.2267,15.89,112.9,34.43,221.4,1.699,70.3,FALSE,1
3158,6.18,0.4825,1.933,0.01868,0.3537,59.72,1.055,1.001,1.432,60.97,9.976,0.03701,0.03808,0.05222,0.00338,0.005105,0.09308,0.1104,17.5,4.55,0.4278,0.908,2.017,2.843,0.1044,0.1149,0.9604,0.917,1,0,0,48.7,0.2916,0.5098,0.1129,0.1986,0.001016,0.002024,0.07157,0.1413,0.00162,0.003019,0.2214,0.4007,0.0003357,0.001722,0.01354,0.06111,2.748,4.982,35.6,59.08,7.504,20.67,TRUE,1
3159,3.994,0.4206,6.494,0.07726,0.08244,141.4,6.925,91.72,8.009,2.182,0.1318,0.9006,0.3204,0.3376,2.323,0.002139,0.002685,75.84,7.335,0.1313,9.863,0.4323,3.266,10.99,2.406,0.05472,1.555,3.545,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
3160,9.162,0.9668,1.03,0.003728,0.9018,760.5,4.032,0.08123,54.13,16.04,36.16,0.07632,0.6937,0.05692,0.002579,0.00305,6.106,0.08422,10.46,298.4,0.2311,1.891,0.9555,17.06,0.05637,0.2393,0.455,5.502,1,0,0,44.6,0.5048,0.6334,0.1139,0.1727,0.0009727,0.001727,0.06813,0.1216,0.0009981,0.00173,0.1373,0.229,0.0002281,0.0008379,0.005975,0.01967,7.124,10.39,67.71,97.87,5.437,11.36,FALSE,1
