,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f12,kb1,ku1,kb2,ku2,bcoop,ucoop,DNAtot,taum,taumRNA,period,DNA0_min,DNA0_max,DNA1_min,DNA1_max,DNA2_min,DNA2_max,DNA12_min,DNA12_max,mRNA_min,mRNA_max,m_min,m_max,d_min,d_max,selected,monotonicity_type
1197,1.516,0.2521,0.4155,0.0006730000000000001,0.0156,38.34,1.548,0.019880000000000002,85.95,0.0015609999999999999,0.057,0.018090000000000002,25.58,90.07,2.713,0.3656,1,0,0,45.6,0.01405,0.2607,0.0070810000000000005,0.08021,0.0904,0.6254,0.182,0.8663,2.8480000000000003,22.63,18.68,104.8,0.1424,4.471,False,1.0
1198,0.054060000000000004,0.9389,0.07733999999999999,0.02099,0.38299999999999995,0.5333,0.1343,7.671,51.27,0.01009,0.007998,0.03267,0.4897,0.5995,2.685,0.07509,1,0,0,320.5,0.2931,0.6181,0.06572,0.2155,0.02017,0.07045,0.2419,0.5281,7.763999999999999,19.61,0.4491,1.075,0.146,0.7866,False,1.0
1199,22.8,0.6396,0.226,0.02392,0.048589999999999994,91.54,0.2642,1.182,66.2,0.005657,0.002839,0.03439,0.9502,4.281000000000001,11.95,0.05878,1,0,0,56.4,0.009249,0.1349,0.0032380000000000004,0.0733,0.0017980000000000001,0.1043,0.7945,0.9731,0.4928,4.455,17.8,148.2,0.1682,11.66,True,1.0
1200,0.5855,0.3673,4.437,0.03356,0.04442,2.367,7.32,0.013330000000000002,65.75,0.1032,0.01642,0.028980000000000002,0.2141,1.5190000000000001,0.8254,0.1171,1,0,0,70.9,0.05126,0.5873,0.005144,0.2418,0.05956,0.5348,0.05255,0.7943,1.169,26.61,2.086,26.84,0.0894,13.26,False,1.0
1201,0.2822,0.2687,0.03561,0.09104,0.01521,214.7,0.07979,73.33,0.002286,0.2121,3.895,0.2337,0.01406,0.0117,19.16,0.06412999999999999,1,0,0,728.1,0.05404,0.8015,0.002939,0.4234,0.0005815999999999999,0.1948,0.1557,0.8635,1.6380000000000001,51.24,1.757,53.04,0.0002399,0.1992,False,0.0
1202,19.46,0.5382,0.5582,0.001731,0.02216,6.827999999999999,0.1068,0.007528,42.97,0.005981,0.01091,0.2194,0.3031,5.735,4.34,0.07095,1,0,0,87.8,0.6835,0.8219,0.03399,0.0573,0.0349,0.052360000000000004,0.1036,0.2176,0.4323,0.6067,15.68,21.84,0.7988,1.546,False,1.0
1203,39.38,0.691,2.39,0.05429,0.5094,912.4,1.383,37.36,0.002061,0.001289,11.69,644.4,0.0011279999999999999,0.3101,5.966,0.1669,1,0,0,32.0,0.1833,0.8274,0.035410000000000004,0.3251,0.009124,0.1057,0.07986,0.6402,1.176,7.159,68.57,339.1,2.625,64.19,True,1.0
1204,0.1729,0.5841,1.117,0.0008884,0.030489999999999996,6.345,2.627,0.0395,56.59,0.003026,2.21,0.02943,41.93,7.617999999999999,1.504,6.367999999999999,1,0,0,70.5,0.3072,0.5421,0.01951,0.06464,0.4225,0.6234,0.004439,0.026430000000000002,3.742,9.488,1.14,2.738,0.0073019999999999995,0.03445,False,0.0
1205,0.2462,0.2784,0.6606,0.01551,0.06917000000000001,656.0,5.507999999999999,0.2323,40.59,0.156,0.06826,0.09025,22.94,13.24,7.604,0.1951,1,0,0,85.8,0.1698,0.8863,0.0117,0.2688,0.01179,0.2159,0.04775,0.6943,10.01,91.74,9.381,71.75,0.009311,0.5427,False,0.0
1206,0.2206,0.1565,0.7263,0.001448,0.06118,23.81,0.2934,73.09,0.005346,1.297,9.821,4.941,0.01411,0.01231,1.318,0.5195,1,0,0,,,,,,,,,,,,,,,,False,1.0
1207,11.28,0.552,0.3582,0.005239,0.031110000000000002,465.0,0.6898,74.86,0.01994,0.001865,0.3408,5.98,0.0014119999999999998,0.01056,16.04,2.5860000000000003,1,0,0,186.3,0.06192,0.8196,0.000388,0.2885,0.056729999999999996,0.6847,0.0037689999999999998,0.7622,0.7775,35.12,16.12,649.7,0.0174,28.24,False,1.0
1208,0.6909,0.03914,1.0959999999999999,0.001501,0.03635,99.07,0.4814,0.0043170000000000005,27.88,0.061029999999999994,0.045219999999999996,0.02095,1.8030000000000002,1.19,3.373,0.058460000000000005,1,0,0,311.3,0.3306,0.5401,0.02752,0.07887000000000001,0.04349,0.1113,0.3408,0.5564,0.5435,1.159,10.19,19.26,0.03816,0.1361,False,0.0
1209,18.2,0.7118,1.3030000000000002,0.05205,0.02512,2.27,0.5356,0.3261,88.6,0.007647,0.008665,0.01702,1.311,40.4,7.64,0.7864,1,0,0,34.4,0.04215,0.266,0.004303,0.05445,0.1472,0.6641,0.1506,0.7672,0.3109,2.0069999999999997,8.203,38.85,0.7365,16.12,True,1.0
1210,1.581,0.5668,3.955,0.04242,0.2195,37.74,2.1,91.67,0.02332,0.0196,48.65,21.04,1.202,0.025730000000000003,13.53,0.08184,1,0,0,49.0,0.1065,0.3527,0.001166,0.02825,0.02973,0.4082,0.3564,0.8302,0.1521,1.492,0.5626,3.505,0.00235,0.06947,False,0.0
1211,15.73,0.4694,3.67,0.003339,0.1513,724.7,0.7833,0.00137,47.56,0.0237,0.16899999999999998,0.0168,6.435,3.245,2.795,1.1059999999999999,1,0,0,65.6,0.06886,0.5815,0.0011380000000000001,0.2631,0.1096,0.7237,0.00549,0.6586,0.07722000000000001,2.69,2.827,70.7,0.001684,1.043,False,0.0
1212,5.359,0.22699999999999998,0.6232,0.06249,0.106,21.94,0.2048,0.001827,72.76,0.002856,0.5645,0.02189,8.907,12.24,3.677,0.09531,1,0,0,42.1,0.03469,0.1701,0.002676,0.01575,0.1053,0.4419,0.4254,0.8384,0.08837,0.3999,2.647,7.664,0.03438,0.2821,False,0.0
1213,37.73,0.5383,3.0669999999999997,0.0014320000000000001,0.9783,79.92,0.192,0.002587,58.93,4.0760000000000005,0.06996000000000001,0.050230000000000004,0.5313,8.152000000000001,0.7417,0.6519,1,0,0,45.9,0.2006,0.5832,0.007503,0.05486,0.3859,0.6724,0.008094,0.1356,0.059320000000000005,0.2477,4.37,15.85,0.23399999999999999,3.076,False,0.0
1214,11.95,0.8079,1.639,0.001366,0.4637,986.3,2.312,41.5,0.03767,0.08614,1.8,4.6339999999999995,0.2759,0.048139999999999995,7.921,0.1177,1,0,0,25.9,0.2288,0.2515,0.01038,0.013280000000000002,0.1568,0.193,0.5505,0.5966,1.025,1.196,15.22,17.61,0.1089,0.1457,False,0.0
1215,0.08635,0.17,0.4394,0.011940000000000001,0.061989999999999996,361.9,9.515,0.09181,37.24,0.01182,0.3492,0.01234,59.97,23.92,0.5529999999999999,0.6957,1,0,0,91.7,0.1082,0.3388,0.02335,0.1044,0.4876,0.6953,0.04019,0.2904,26.06,87.7,13.69,41.07,0.032119999999999996,0.2889,False,0.0
1216,6.892,0.4908,0.4217,0.01733,0.012329999999999999,1.831,0.03272,0.5385,43.97,0.01027,0.06767999999999999,0.02559,11.18,10.78,0.9055,0.1743,1,0,0,168.0,0.2066,0.8296,0.013000000000000001,0.2573,0.08302000000000001,0.4367,0.02147,0.5081,0.1052,0.8858,1.52,11.85,0.01976,0.9164,False,1.0
1217,6.104,0.3061,2.673,0.00352,0.031889999999999995,81.05,0.4571,43.93,0.00944,1.296,1.933,0.5641,0.1822,0.011590000000000001,1.0659999999999998,0.5563,1,0,0,139.9,0.08635,0.6754,0.002315,0.3073,0.1197,0.6363,0.005497999999999999,0.5876,0.09078,2.415,1.905,41.56,0.00151,0.679,False,1.0
1218,5.899,0.9095,0.9195,0.001956,0.017480000000000002,9.964,0.7138,0.004697,39.72,0.0016179999999999999,0.1601,0.0513,58.26,151.5,5.303,19.0,1,0,0,40.2,0.2781,0.6504,0.02018,0.1054,0.3095,0.6026,0.0034460000000000003,0.05061,1.0759999999999998,3.4730000000000003,7.05,21.87,0.08845,0.8357,False,1.0
1219,33.02,0.3984,0.09827000000000001,0.01992,0.05702,532.7,0.01521,92.38,0.2091,0.07112,62.21,164.7,0.0011710000000000002,0.01781,7.141,0.06907,1,0,0,221.7,0.024069999999999998,0.7695,0.000981,0.5044,0.0009197000000000001,0.5096,0.1092,0.9031,0.0931,5.073,7.811,402.1,0.006548999999999999,17.3,True,1.0
1220,79.81,0.897,6.529,0.028789999999999996,0.601,212.9,1.188,0.018930000000000002,61.22,0.1324,0.03948,0.07579,0.03368,1.051,0.2168,0.09246,1,0,0,27.4,0.1662,0.3851,0.01805,0.05421,0.4753,0.5713,0.1105,0.2322,0.2653,0.6505,23.94,54.73,1.618,8.453,False,1.0
1221,4.1419999999999995,0.8039,0.3,0.012819999999999998,0.1295,78.47,2.081,0.1182,94.95,0.002806,0.007778,0.02072,2.674,29.72,14.08,0.07099,1,0,0,41.0,0.0021260000000000003,0.1729,0.0003012,0.04929,0.0035369999999999998,0.4923,0.4264,0.9906,0.9953,22.06,5.405,96.93,0.04846,15.5,False,1.0
1222,6.689,0.2573,0.2764,0.0006596,0.0737,35.75,0.031639999999999995,19.95,0.001328,0.01255,11.26,6.07,0.1355,0.0248,0.5503,0.1147,1,0,0,132.8,0.3977,0.6458,0.03903,0.1296,0.1737,0.307,0.08104,0.2798,0.1561,0.3461,4.133,8.843,0.035339999999999996,0.161,False,0.0
1223,2.605,0.28600000000000003,0.3017,0.061610000000000005,0.1535,660.3,4.772,0.0536,78.07,8.84,0.004523,0.01384,0.08453,15.36,0.07824,5.95,1,0,0,88.9,0.1537,0.4178,0.003125,0.02779,0.5727,0.8307,8.22e-05,0.0013830000000000001,9.356,37.9,86.52,321.4,1.74,24.01,False,0.0
1224,38.54,0.9557,0.2529,0.006943,0.2117,217.9,0.1938,0.01433,63.74,0.001355,0.08889,0.01024,11.39,86.5,1.3630000000000002,0.21600000000000003,1,0,0,53.2,0.03263,0.2494,0.0008075,0.033960000000000004,0.26,0.8439,0.02828,0.6677,0.1611,1.436,6.56,56.1,0.041839999999999995,3.0580000000000003,False,0.0
1225,1.073,0.1424,6.59,0.0006772999999999999,0.11599999999999999,832.6,4.033,0.3931,70.29,0.007571,0.2112,0.0726,54.5,25.53,1.7380000000000002,0.1179,1,0,0,66.9,0.1729,0.5541,0.04247,0.1736,0.054529999999999995,0.2161,0.2396,0.6519,2.127,7.67,17.56,48.44,0.043,0.3269,False,0.0
1226,14.61,0.7041,8.341000000000001,0.0027670000000000004,0.9293,4.072,0.01732,1.1640000000000001,52.77,0.01108,0.07163,0.011859999999999999,30.81,1.656,16.46,0.3182,1,0,0,173.9,0.2553,0.5119,0.044610000000000004,0.2097,0.01286,0.08358,0.3662,0.5804,0.006006,0.02365,0.13699999999999998,0.4396,0.005224,0.04061,False,0.0
1227,9.097999999999999,0.4821,2.34,0.0011480000000000001,0.3989,3.5639999999999996,0.02773,0.00303,90.23,8.368,0.015119999999999998,0.02058,7.4270000000000005,21.71,2.272,0.8332,1,0,0,,,,,,,,,,,,,,,,False,1.0
1228,0.5759,0.7291,0.7499,0.05171,0.9578,94.18,0.1889,96.37,1.732,0.030760000000000003,41.81,3.182,3.543,0.027939999999999996,0.5287,0.08722,1,0,0,62.6,0.2467,0.4074,0.02224,0.062279999999999995,0.29600000000000004,0.4434,0.1681,0.3867,0.8211,1.712,0.6808,1.29,0.00481,0.01676,False,0.0
1229,97.9,0.9696,0.6054,0.0005076000000000001,0.04216,245.9,0.1198,0.05612999999999999,29.51,0.1571,0.1886,0.01396,30.47,6.202000000000001,8.338,0.057210000000000004,1,0,0,60.7,0.06562,0.1216,0.004298,0.03108,0.01464,0.1234,0.7686,0.8942,0.0701,0.2214,7.108,22.2,0.008678,0.08449,False,0.0
1230,0.4513,0.1019,0.2006,0.002947,0.1048,377.9,0.4833,0.2967,33.76,0.012440000000000001,0.01125,0.010029999999999999,72.18,143.8,4.816,0.1081,1,0,0,361.6,0.3225,0.7296,0.005705,0.1252,0.03185,0.3277,0.1351,0.5505,1.9040000000000001,11.16,8.792,47.72,0.02145,0.6315,False,0.0
1231,2.918,0.4336,0.6409,0.0006276,0.039439999999999996,136.2,0.9068,38.27,0.001934,2.0909999999999997,58.86,97.53,0.1384,0.020630000000000003,7.175,13.11,1,0,0,89.7,0.39799999999999996,0.6969,0.008164,0.07024,0.2747,0.5213,0.002742,0.04108,1.288,4.544,8.791,30.07,0.022430000000000002,0.2617,False,1.0
1232,0.7591,0.7427,0.9424,0.09155,0.030180000000000002,10.93,2.5660000000000003,46.73,0.8818,0.456,2.6010000000000004,4.821000000000001,0.013640000000000001,0.01584,1.05,0.3756,1,0,0,86.2,0.09485,0.6008,0.01376,0.4042,0.05038,0.5115,0.034910000000000004,0.5757,4.2330000000000005,51.26,4.3469999999999995,47.83,0.05242,6.26,False,1.0
1233,35.12,0.634,0.8935,0.0031739999999999997,0.3709,76.17,0.02165,95.05,0.002125,0.004099,37.69,14.28,1.0390000000000001,0.01456,0.05269,3.13,1,0,0,57.1,0.02213,0.4181,0.0005888,0.1771,0.5656,0.9204,3.289999999999999e-05,0.05227999999999999,0.006515000000000001,0.3714,0.4134,17.18,0.0009748,1.4369999999999998,False,1.0
1234,0.6124,0.3729,0.2131,0.006675,0.01265,55.89,2.802,27.98,0.4431,0.00656,11.85,1.774,0.1921,0.01029,8.125,0.1148,1,0,0,78.7,0.039080000000000004,0.1059,0.006383,0.03356,0.0203,0.142,0.7638,0.9155,4.231,12.72,7.053999999999999,20.43,0.011340000000000001,0.09437000000000001,False,0.0
1235,5.142,0.6202,1.392,0.08937,0.626,293.9,5.7829999999999995,70.26,0.2045,8.082,0.3376,37.33,0.003467,0.01924,0.05899,0.7093,1,0,0,56.4,0.06602999999999999,0.4304,0.003815,0.1309,0.5446,0.8532,0.0006621,0.07222,2.983,40.26,24.97,244.2,1.328,127.0,False,0.0
1236,103.3,0.3799,2.7739999999999996,0.012709999999999999,0.01176,3.17,0.02503,22.43,0.1411,0.0062640000000000005,0.2103,0.2173,0.03991,0.013869999999999999,1.8259999999999998,1.206,1,0,0,209.4,0.5596,0.6552,0.06769,0.1039,0.2293,0.2769,0.038239999999999996,0.07287,0.019819999999999997,0.026510000000000002,5.39,7.184,0.1076,0.1903,False,1.0
1237,50.01,0.8374,1.607,0.0009593999999999999,0.2521,216.6,2.162,0.04094,27.98,0.00253,0.2524,0.01009,1.226,1.77,0.816,0.07191,1,0,0,21.3,0.008075,0.051410000000000004,0.001275,0.01924,0.06957999999999999,0.5263,0.4238,0.9103,0.1054,0.7408,6.78,39.51,0.053720000000000004,1.8159999999999998,False,0.0
1238,1.4609999999999999,0.1158,0.061560000000000004,0.01434,0.1307,69.27,0.042960000000000005,24.63,0.02304,0.13,0.3329,0.9661,0.001884,0.01685,6.888,0.058570000000000004,1,0,0,351.1,0.1178,0.5464,0.008368,0.2014,0.005386999999999999,0.1621,0.37,0.7965,0.44,3.4,5.718999999999999,40.43,0.06179,3.0839999999999996,False,1.0
1239,0.2034,0.3468,0.1563,0.006774,0.4929,37.77,0.6127,59.18,0.1245,0.03188,27.33,144.2,0.04591,0.01651,3.4019999999999997,4.135,1,0,0,137.7,0.2757,0.5710000000000001,0.01652,0.05906,0.3883,0.6131,0.01144,0.08479,6.084,14.93,3.5980000000000003,8.555,0.16899999999999998,0.9548,False,1.0
1240,8.687000000000001,0.6972,8.071,0.003514,0.0649,2.753,2.274,90.88,0.009284,0.366,17.78,141.3,0.006152,0.01515,1.381,0.1187,1,0,0,54.0,0.0127,0.3475,0.000729,0.2269,0.014580000000000001,0.7906,0.03266,0.9234,0.07379,5.893,1.022,40.72,0.0294,38.8,True,1.0
1241,3.638,0.9651,3.043,0.003839,0.7568,34.23,3.323,75.71,0.002967,0.1026,28.42,128.7,0.4516,0.02339,0.5854,4.075,1,0,0,22.6,0.042980000000000004,0.2597,0.0007061,0.0362,0.7292,0.9237,0.0005212999999999999,0.05189,0.2168,3.074,0.9338,9.252,0.0198,1.891,False,0.0
1242,0.07762000000000001,0.1878,0.0371,0.001703,0.01481,23.67,0.1053,0.01171,44.16,7.807,0.0168,0.01027,40.57,10.79,1.3259999999999998,0.1983,1,0,0,,,,,,,,,,,,,,,,False,1.0
1243,62.51,0.9663,3.1910000000000003,0.0006461,0.1021,0.3196,0.3523,24.38,0.0029879999999999998,0.001591,2.022,49.21,0.0036899999999999997,0.02216,6.081,0.05545,1,0,0,71.0,0.053270000000000005,0.1612,0.004065999999999999,0.03197,0.022080000000000002,0.1785,0.6893,0.9014,0.02163,0.09809,1.5659999999999998,5.4,0.8629,8.818,False,1.0
1244,2.415,0.2235,0.2107,0.05682,0.01026,742.2,1.551,31.0,0.002102,0.1111,0.2569,1.921,0.006993000000000001,0.02084,2.0380000000000003,2.545,1,0,0,318.2,0.4558,0.8487,0.03253,0.1579,0.1068,0.3345,0.0038380000000000003,0.08134,13.49,39.51,145.8,423.3,0.294,2.477,False,1.0
1245,11.65,0.3368,0.2901,0.058929999999999996,0.01944,631.7,0.1323,66.1,0.2051,0.029660000000000002,13.5,16.98,0.04532,0.01822,9.866,0.691,1,0,0,171.4,0.1226,0.8527,0.001241,0.1898,0.051989999999999995,0.5928,0.017830000000000002,0.7167,0.2899,5.327000000000001,10.31,170.5,0.0032840000000000005,0.8946,False,1.0
1246,30.21,0.9211,0.5920000000000001,0.00237,0.1232,9.158,0.08497,62.75,0.3324,0.001348,1.2890000000000001,53.64,0.001084,0.1277,11.64,0.06106,1,0,0,66.3,0.08002000000000001,0.8482,0.001245,0.2437,0.003059,0.3784,0.1079,0.8679,0.07595,2.083,2.8939999999999997,55.92,0.12,42.03,True,1.0
1247,0.06354,0.5171,0.5931,0.012190000000000001,0.9506,7.946000000000001,1.94,0.005024,24.32,2.298,0.002545,0.05175,41.92,74.79,7.641,0.1863,1,0,0,,,,,,,,,,,,,,,,False,1.0
1248,0.2392,0.2135,0.4101,0.02429,0.2694,542.3,1.8619999999999999,0.40700000000000003,21.69,0.1397,0.027530000000000002,0.03839,83.83,51.72,5.688,0.3623,1,0,0,128.1,0.3222,0.7509,0.05172,0.2563,0.0298,0.1388,0.1062,0.4471,8.468,27.13,9.657,29.12,0.04634,0.4212,False,1.0
1249,0.07428,0.058320000000000004,1.085,0.05376,0.015309999999999999,9.141,3.654,0.0035520000000000005,33.37,0.004036,0.005965,0.01099,41.8,38.88,3.6689999999999996,0.1333,1,0,0,270.1,0.1029,0.5701,0.01524,0.3097,0.01075,0.2837,0.2358,0.7501,3.0669999999999997,35.49,4.341,33.12,0.031889999999999995,1.825,False,1.0
1250,1.652,0.3251,0.9374,0.0005337,0.01853,1.453,0.2616,0.0212,27.79,0.2511,0.008128,0.01141,26.98,56.58,0.056589999999999994,2.141,1,0,0,387.0,0.1983,0.8782,0.013340000000000001,0.5195,0.0794,0.414,8.2e-05,0.0197,0.3197,4.093999999999999,1.645,20.07,0.03598,5.131,False,1.0
1251,6.949,0.06704,0.06602999999999999,0.001377,0.013619999999999998,870.5,0.0166,45.81,2.852,0.02103,2.499,1.504,0.02309,0.0403,7.691,0.05815,1,0,0,278.1,0.1024,0.6176,0.014580000000000001,0.1642,0.007044,0.09648,0.3046,0.8336,0.331,1.8,36.04,171.6,0.02033,0.4609,False,0.0
1252,1.4409999999999998,0.6095,1.0759999999999998,0.001883,0.1594,64.7,1.838,23.81,0.09911,0.005241,3.142,2.826,0.059620000000000006,0.03,4.823,0.05512,1,0,0,84.6,0.2789,0.5174,0.006128,0.1047,0.02014,0.2344,0.3329,0.6242,0.9422,4.816,2.322,11.14,0.01354,0.3056,False,0.0
1253,2.91,0.4983,9.92,0.01902,0.1129,40.34,1.0490000000000002,58.45,0.057120000000000004,0.1801,2.827,0.9879,0.2175,0.08342000000000001,1.0190000000000001,0.3193,1,0,0,,,,,,,,,,,,,,,,False,1.0
1254,11.68,0.5697,1.669,0.0005935,0.03472,8.207,1.177,58.73,0.006803,0.07359,39.3,226.4,0.0414,0.04732,7.587999999999999,0.1337,1,0,0,22.9,0.01026,0.2453,0.0020870000000000003,0.06817000000000001,0.01549,0.4489,0.3912,0.9597,0.1755,2.7489999999999997,4.487,38.09,0.08995,6.106,False,1.0
1255,99.99,0.293,1.9880000000000002,0.01013,0.01272,298.9,1.125,0.0434,47.65,0.005678,0.020069999999999998,0.03468,13.33,199.7,16.98,0.1083,1,0,0,39.6,0.07753,0.293,0.001423,0.030619999999999998,0.0257,0.3611,0.4441,0.8702,0.1261,0.9278,52.95,268.6,0.1194,3.069,False,0.0
1256,0.5697,0.2549,0.2863,0.01141,0.1162,1.95,0.07307999999999999,49.53,0.2116,0.3199,51.7,125.4,0.01469,0.03263,1.365,0.1208,1,0,0,179.2,0.1613,0.8098,0.023880000000000002,0.2808,0.036739999999999995,0.2936,0.054560000000000004,0.6388,0.4869,3.5789999999999997,1.165,6.76,0.084,2.694,False,1.0
1257,105.8,0.6011,7.66,0.0005511,0.3164,620.4,0.1246,96.88,7.767,8.279,40.07,136.6,0.01011,0.0161,4.695,0.4149,1,0,0,,,,,,,,,,,,,,,,False,1.0
1258,4.038,0.3841,0.9549,0.004921,0.03391,253.5,0.5471,1.73,45.19,0.3624,0.1001,0.039939999999999996,3.138,1.6569999999999998,19.93,0.156,1,0,0,128.9,0.6115,0.7073,0.02213,0.043769999999999996,0.03197,0.05977999999999999,0.221,0.3113,1.068,1.59,11.26,16.66,0.01697,0.0371,False,0.0
1259,0.0503,0.172,0.1143,0.0021609999999999997,0.03259,648.3,2.425,29.19,0.3218,0.4576,58.34,1.734,0.7094,0.01405,4.12,0.07753,1,0,0,195.3,0.1533,0.2609,0.02469,0.0659,0.03728,0.1086,0.6171,0.7535,27.18,51.15,8.016,14.8,0.0032340000000000003,0.011009999999999999,False,0.0
1260,1.5590000000000002,0.3625,4.261,0.0005059,0.03942,2.5839999999999996,0.7803,0.002724,41.83,0.001376,0.1632,0.02189,25.38,2.074,14.59,0.1448,1,0,0,61.6,0.0815,0.1467,0.02389,0.058379999999999994,0.01321,0.04384,0.7856,0.86,0.2055,0.4663,0.9231,1.8969999999999998,0.014740000000000001,0.05173,False,0.0
1261,0.9561,0.9556,0.5022,0.01082,0.07522000000000001,7.707999999999999,1.954,77.88,0.0029850000000000002,0.06682,0.4113,4.631,0.1135,0.04881,1.8130000000000002,1.043,1,0,0,45.2,0.2328,0.5651,0.007614,0.03893,0.4008,0.6468,0.01269,0.1335,4.1610000000000005,12.76,4.221,12.42,0.1755,1.499,False,1.0
1262,68.46,0.7817,5.568,0.01439,0.07608,25.73,0.7842,0.00367,40.85,0.1947,0.007937999999999999,0.01113,0.0254,0.6092,1.558,3.696,1,0,0,115.2,0.3117,0.6076,0.0029519999999999998,0.07827,0.3682,0.6152,0.001395,0.05289,0.08058,0.504,7.108,43.34,0.1495,5.5489999999999995,False,1.0
1263,6.894,0.29100000000000004,0.6552,0.01344,0.05504,347.6,0.4037,0.06757,96.39,0.004405,0.6049,0.017230000000000002,4.707,1.514,0.3371,0.06569,1,0,0,44.5,0.00461,0.2057,0.003535,0.1102,0.03862,0.6127,0.1911,0.9302,0.2897,5.7989999999999995,7.689,101.0,0.009441,1.615,False,0.0
1264,26.37,0.9325,0.5302,0.027999999999999997,0.09509,100.1,0.06948,23.72,0.002993,0.8953,0.4702,0.3794,0.04748,0.012209999999999999,0.06855,1.145,1,0,0,269.3,0.7719,0.8045,0.04345,0.05909,0.1491,0.171,0.0004969999999999999,0.0007591,0.2401,0.2852,6.787999999999999,8.059,0.04376,0.06168,False,1.0
1265,0.05006,0.1827,0.6847,0.05074,0.026539999999999998,36.95,8.34,44.09,0.3118,0.1097,22.82,11.52,0.005592,0.01491,4.579,0.0705,1,0,0,197.6,0.07149,0.6433,0.003759,0.455,0.0017350000000000002,0.3706,0.20199999999999999,0.7386,8.255,243.3,2.478,56.72,0.00462,2.307,False,0.0
1266,10.53,0.1237,1.314,0.07088,0.03743,807.3,0.04512,0.08517999999999999,68.44,0.0174,0.0105,0.01288,0.8097,0.1369,2.333,0.07406,1,0,0,,,,,,,,,,,,,,,,False,0.0
1267,1.176,0.5754,1.032,0.03444,0.4161,70.63,9.644,0.001084,51.24,0.04885,0.1036,0.01293,86.28,846.0,0.1438,0.9708,1,0,0,35.6,0.03671,0.2051,0.001465,0.03536,0.7799,0.9246,0.001303,0.06669,1.896,17.2,4.151,29.51,0.1016,5.127999999999999,False,0.0
1268,8.607000000000001,0.3509,2.793,0.08417000000000001,0.2912,205.8,0.2575,0.004592000000000001,13.98,0.8004,0.03681,0.0127,20.63,5.2,0.7703,0.1498,1,0,0,230.8,0.4321,0.7928,0.03193,0.32799999999999996,0.04618,0.2014,0.03855,0.2144,0.1122,0.47700000000000004,2.772,11.51,0.010879999999999999,0.1873,False,1.0
1269,20.48,0.8805,3.0610000000000004,0.06091,0.026389999999999997,12.12,0.5679,19.5,0.005415,1.18,0.6984,1.2990000000000002,0.04629,0.04387,0.2322,7.375,1,0,0,86.5,0.3578,0.8072,0.03098,0.294,0.1365,0.3885,0.00024019999999999996,0.008681999999999999,0.2523,1.137,5.892,25.99,0.07575,1.462,False,1.0
1270,13.82,0.2869,0.3801,0.028710000000000003,0.867,761.1,0.01709,45.6,0.01881,0.001137,5.974,1.99,0.2324,0.02554,1.546,0.2008,1,0,0,102.8,0.08408,0.7251,0.004083,0.2521,0.05681,0.5473,0.028030000000000003,0.7365,0.02862,0.4929,1.546,20.8,0.00274,0.493,False,0.0
1271,27.68,0.3561,1.227,0.07071000000000001,0.018000000000000002,110.6,2.89,34.1,0.005755,0.03348,0.1283,23.18,0.0022370000000000003,0.02029,0.2275,4.251,1,0,0,72.5,0.4216,0.5257,0.015359999999999999,0.036610000000000004,0.4514,0.5477,0.0007962000000000001,0.002323,2.392,4.0089999999999995,185.5,302.7,5.595,14.9,False,1.0
1272,2.458,0.6734,0.5427,0.004519,0.5285,22.27,0.7187,0.015,27.54,0.3962,0.001292,0.03052,0.07921,1.6230000000000002,7.2410000000000005,0.4097,1,0,0,84.7,0.1672,0.6329,0.02109,0.2166,0.03412,0.2842,0.1659,0.6652,1.547,8.38,5.734,27.63,0.7807,18.11,True,1.0
1273,5.65,0.7493,3.972,0.029339999999999998,0.6502,12.18,0.1453,62.18,0.013030000000000002,0.03356,2.31,0.5883,0.3874,0.08807000000000001,1.034,0.05396,1,0,0,44.6,0.1109,0.3243,0.03551,0.1433,0.04955,0.126,0.4975,0.7453,0.09068,0.3326,0.7456,2.267,0.03129,0.2706,False,0.0
1274,2.184,0.7374,0.2004,0.0008662000000000001,0.06967999999999999,8.668,0.033339999999999995,0.009244,75.95,1.1320000000000001,0.05732,0.05044,3.701,1.7409999999999999,1.4080000000000001,0.08522,1,0,0,149.0,0.06701,0.903,0.015719999999999998,0.4772,0.009817,0.2605,0.02431,0.7707,0.3365,5.109,1.028,14.45,0.009565,1.672,False,1.0
1275,20.43,0.4583,1.5090000000000001,0.060320000000000006,0.022580000000000003,1.284,0.08252000000000001,0.0037240000000000003,85.23,0.003009,0.07572000000000001,0.01826,26.05,210.0,0.1497,15.02,1,0,0,82.3,0.1354,0.5629,0.001371,0.07024,0.4251,0.8348,2.42e-05,0.002618,0.024059999999999998,0.3399,1.172,12.84,0.031310000000000004,2.727,False,1.0
1276,31.25,0.5703,6.691,0.0009874,0.048780000000000004,16.3,0.2648,1.5290000000000001,70.61,0.03163,0.004947999999999999,0.4437,0.3752,2.7439999999999998,4.942,0.06365,1,0,0,,,,,,,,,,,,,,,,False,1.0
1277,0.09953,0.1017,0.228,0.013869999999999999,0.0302,12.39,0.5493,64.81,0.06151,0.002876,0.1498,0.4674,0.005485,0.04935,11.57,0.07159,1,0,0,785.2,0.3446,0.966,0.0067659999999999994,0.1361,0.005331,0.00852,0.0138,0.5663,2.8939999999999997,22.32,3.013,20.38,0.02256,1.01,False,1.0
