,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA
376,1.83E-01,6.82E-01,3.55E-03,8.92E-03,4.99E-02,2.32E-01,2.35E-02,1.49E-01,2.00E-02,2.65E-02,1.12E-03,2.78E-02,9.64E-01,4.70E+01,1.54E+00,8.66E-02,1.02E+00,5.03E+01,2.97E+02,5.00E+01,2.74E-01,3.41E+00,7.14E+00,8.77E+00,6.69E-02,4.31E-01,3.40E+00,2.83E+00,1.00E+00,0.00E+00,0.00E+00
377,7.05E-02,6.76E-03,1.76E+00,5.31E-04,1.51E-02,4.43E+00,6.20E+00,6.83E-02,2.42E-01,1.92E-01,1.78E-01,9.52E-01,3.07E-02,1.68E+01,8.19E-01,6.01E-03,1.19E+00,2.67E+01,2.06E+01,5.84E+01,4.18E+00,6.95E-01,1.19E-01,4.28E-01,1.02E+00,8.80E-02,5.65E-02,1.38E-01,1.00E+00,0.00E+00,0.00E+00
378,5.74E-02,5.73E-01,2.70E-01,3.71E-03,9.19E-01,1.77E+00,1.99E+00,4.49E-02,2.31E-03,6.94E-03,1.23E+00,9.73E-02,1.52E-03,6.46E+01,1.24E-03,6.01E-03,4.96E-02,4.06E-02,2.06E+01,2.42E+00,1.64E+00,1.70E+01,1.43E+01,1.61E-01,4.00E-01,2.15E+00,6.78E+00,5.18E-02,1.00E+00,0.00E+00,0.00E+00
379,3.13E+01,6.09E-02,7.20E+00,7.54E-04,3.59E-01,6.78E+01,8.27E-02,3.46E-01,2.47E+00,2.40E-03,1.72E+01,2.32E-03,1.96E-03,7.06E+01,4.58E-01,2.42E-01,1.69E+01,1.49E+01,8.29E+02,8.25E+02,4.88E-01,8.93E+00,2.39E+00,7.68E-01,1.19E-01,1.13E+00,1.14E+00,2.48E-01,1.00E+00,0.00E+00,0.00E+00
380,2.09E+00,4.07E-01,1.91E+00,7.00E-03,3.34E-02,7.57E-02,1.46E+00,1.26E+00,7.61E-01,2.96E-03,9.07E-02,5.06E-02,8.90E+00,1.73E+01,1.58E-03,5.49E-03,2.01E-03,5.17E-02,1.88E+01,9.80E-02,3.57E-01,2.34E+00,4.03E-01,3.16E-01,8.71E-02,2.97E-01,1.92E-01,1.02E-01,1.00E+00,0.00E+00,0.00E+00
381,1.08E-02,7.15E-02,1.57E-03,2.40E-03,1.94E-02,8.32E+00,3.52E-01,5.55E-03,1.28E+01,2.03E-01,9.66E-02,2.34E+00,1.37E-01,1.85E+01,3.02E-02,6.15E-03,1.16E-03,9.87E-01,2.11E+01,5.65E-02,1.74E+00,1.81E+01,9.15E+00,4.14E-01,4.24E-01,2.29E+00,4.36E+00,1.34E-01,1.00E+00,0.00E+00,0.00E+00
382,1.66E+00,1.53E-02,1.81E+00,8.00E-04,1.09E-01,2.61E+02,2.62E-01,1.43E+01,2.04E+01,7.03E+00,2.04E-02,1.34E+01,2.36E-01,9.07E+01,2.30E-02,7.42E-02,3.59E+00,7.51E-01,2.54E+02,1.76E+02,1.32E+00,3.33E+00,1.51E+01,2.38E-01,3.23E-01,4.22E-01,7.21E+00,7.68E-02,1.00E+00,0.00E+00,0.00E+00
383,3.28E+00,9.26E-01,1.20E-01,1.72E-02,3.07E-01,2.47E-02,1.50E-02,1.14E-03,1.70E+01,1.52E-01,6.90E+01,1.80E+00,9.70E-03,7.82E+01,6.25E-01,2.54E-02,5.08E-02,2.04E+01,8.71E+01,2.48E+00,2.13E+00,9.86E+00,3.72E-01,6.27E+00,5.18E-01,1.25E+00,1.77E-01,2.02E+00,1.00E+00,0.00E+00,0.00E+00
384,1.28E-02,9.58E-02,7.46E-03,2.17E-02,9.56E-02,1.87E+02,5.62E+00,1.73E+00,5.69E-01,9.33E-02,1.14E+00,2.55E-01,5.32E-03,1.58E+01,2.34E-03,9.79E-03,1.64E+01,7.64E-02,3.36E+01,7.99E+02,7.55E+00,1.06E+00,9.04E-01,1.07E+01,1.84E+00,1.35E-01,4.31E-01,3.44E+00,1.00E+00,0.00E+00,0.00E+00
385,4.12E-01,9.12E-02,2.27E+00,1.17E-02,5.82E-01,1.18E+02,5.26E+00,1.70E+00,1.95E+00,9.81E-03,7.47E-01,1.01E-02,7.39E+01,5.47E+01,1.24E+01,2.09E-02,3.55E-02,4.04E+02,7.17E+01,1.74E+00,7.26E+00,5.06E-01,1.31E+01,1.77E+01,1.77E+00,6.41E-02,6.22E+00,5.72E+00,1.00E+00,0.00E+00,0.00E+00
386,4.20E-01,6.32E-01,3.50E-01,3.39E-03,1.35E-02,4.35E+00,6.39E+00,1.97E-03,3.97E+00,9.78E-01,3.99E-03,8.37E-03,6.00E+00,4.36E+01,2.62E+00,2.25E-03,1.80E-02,8.57E+01,7.73E+00,8.80E-01,2.18E-01,1.01E+01,1.06E-01,5.72E-01,5.32E-02,1.28E+00,5.03E-02,1.84E-01,1.00E+00,0.00E+00,0.00E+00
387,6.24E-02,3.12E-03,2.89E-03,5.34E-03,1.12E-02,2.09E+02,1.31E-02,1.38E+00,7.53E-01,2.56E-02,7.27E+00,2.46E-03,1.56E+00,6.81E+01,3.20E-02,1.99E-01,9.33E-03,1.05E+00,6.82E+02,4.56E-01,1.78E+01,1.54E+01,6.03E-01,3.99E-01,4.34E+00,1.96E+00,2.87E-01,1.29E-01,1.00E+00,0.00E+00,0.00E+00
388,2.04E-01,2.15E-03,1.74E-02,2.57E-03,2.83E-02,4.49E+02,1.46E-02,1.34E+00,8.77E-02,1.22E-01,5.38E-02,3.43E-02,1.06E-01,6.51E+01,2.67E+01,1.10E-03,3.21E-01,8.72E+02,3.76E+00,1.57E+01,2.48E+00,2.51E+00,2.58E-01,4.89E+00,6.06E-01,3.18E-01,1.23E-01,1.58E+00,1.00E+00,0.00E+00,0.00E+00
389,8.76E+01,4.70E-02,2.14E+00,4.81E-03,5.26E-01,7.64E+02,1.63E-02,1.51E+00,7.98E+00,4.26E+00,5.48E+00,4.49E-03,4.07E-02,8.58E+01,1.89E-01,4.25E-03,1.39E+01,6.16E+00,1.46E+01,6.81E+02,1.43E+01,1.03E+01,1.39E+01,2.72E+00,3.48E+00,1.30E+00,6.63E+00,8.77E-01,1.00E+00,0.00E+00,0.00E+00
390,2.34E+00,8.25E-01,1.31E-01,4.70E-02,4.33E-02,6.78E+01,1.81E+00,4.71E-02,1.55E-02,5.43E+00,1.99E+00,3.95E-03,1.41E+00,3.12E+01,3.15E+00,1.59E-03,5.51E+00,1.03E+02,5.45E+00,2.69E+02,3.43E+00,6.91E-01,3.60E-01,2.88E-01,8.36E-01,8.74E-02,1.72E-01,9.28E-02,1.00E+00,0.00E+00,0.00E+00
391,1.00E+02,1.24E-02,4.31E+00,1.80E-03,1.28E-02,2.95E+01,3.74E-02,6.04E-01,4.65E+01,3.34E-02,9.60E-02,1.99E-03,1.51E-02,2.25E+01,1.16E+00,1.99E-02,1.31E-03,3.80E+01,6.82E+01,6.41E-02,3.99E+00,1.37E+00,1.93E+01,2.22E+00,9.72E-01,1.73E-01,9.17E+00,7.17E-01,1.00E+00,0.00E+00,0.00E+00
392,1.10E-02,8.59E-02,3.27E-03,1.61E-02,3.55E-02,1.71E+01,3.74E-01,7.82E-01,5.79E-03,1.95E-02,2.27E-01,1.14E-01,4.99E-02,6.04E+01,6.83E-01,1.62E-02,1.26E-01,2.23E+01,5.56E+01,6.17E+00,8.56E+00,2.22E+00,8.73E-01,5.58E+00,2.09E+00,2.81E-01,4.16E-01,1.80E+00,1.00E+00,0.00E+00,0.00E+00
393,1.06E-01,5.17E-01,9.46E-02,9.91E-04,6.62E-02,9.58E-01,2.25E+00,1.43E-03,4.09E+01,7.18E-01,1.04E-03,2.97E-02,4.53E+01,2.32E+01,9.48E-02,1.18E-01,4.06E+00,3.10E+00,4.03E+02,1.98E+02,3.82E-01,8.12E-01,1.18E-01,3.44E-01,9.32E-02,1.03E-01,5.62E-02,1.11E-01,1.00E+00,0.00E+00,0.00E+00
394,1.20E-01,4.66E-01,2.86E-02,6.84E-04,2.01E-02,1.03E+00,5.34E-01,1.71E+01,9.11E+01,7.01E-03,2.38E-01,2.83E-03,3.76E-01,4.24E+01,8.50E-02,6.27E-02,3.48E+00,2.78E+00,2.15E+02,1.70E+02,1.43E+00,4.29E-01,7.26E+00,1.89E+00,3.49E-01,5.43E-02,3.46E+00,6.10E-01,1.00E+00,0.00E+00,0.00E+00
395,4.25E+01,5.39E-01,1.76E-01,1.34E-03,2.48E-01,1.65E+02,5.48E-02,3.97E-01,2.31E-03,2.46E-03,9.97E+01,1.18E+00,7.63E+01,2.96E+01,7.33E+00,1.28E-02,1.67E+00,2.39E+02,4.38E+01,8.14E+01,2.33E-01,6.71E+00,2.02E-01,1.49E+00,5.69E-02,8.50E-01,9.60E-02,4.80E-01,1.00E+00,0.00E+00,0.00E+00
396,1.50E+00,3.81E-03,1.48E+00,4.90E-03,6.17E-02,2.07E+01,1.49E-01,3.96E-02,1.44E-03,2.74E-03,5.00E+00,4.28E-01,7.12E-01,5.85E+01,4.44E-01,2.52E-01,6.56E-02,1.45E+01,8.65E+02,3.21E+00,7.83E+00,8.95E+00,1.58E-01,1.57E+01,1.91E+00,1.13E+00,7.54E-02,5.07E+00,1.00E+00,0.00E+00,0.00E+00
397,2.68E-01,2.81E-01,4.41E-03,3.01E-03,4.67E-02,9.72E+00,2.47E-02,2.35E-02,1.50E-03,3.10E-01,3.76E+00,9.75E-02,9.22E-03,8.27E+01,2.40E+00,1.39E-01,2.03E+01,7.84E+01,4.77E+02,9.92E+02,3.98E+00,3.35E+00,1.12E+01,3.69E+00,9.71E-01,4.24E-01,5.32E+00,1.19E+00,1.00E+00,0.00E+00,0.00E+00
398,1.84E-01,1.82E-01,9.87E-02,1.82E-03,9.34E-02,1.93E+00,1.36E+00,2.82E-02,1.13E+00,2.88E-03,2.29E-02,1.01E-03,1.85E-02,1.07E+01,1.35E-02,2.79E-01,4.02E-02,4.40E-01,9.58E+02,1.96E+00,7.17E-01,6.19E-01,2.22E-01,1.60E-01,1.75E-01,7.84E-02,1.06E-01,5.16E-02,1.00E+00,0.00E+00,0.00E+00
399,1.37E-02,1.10E-01,2.28E-02,6.37E-02,3.55E-02,2.62E+02,7.78E+00,3.88E-03,2.62E+00,3.27E-03,6.71E-03,1.60E-03,1.36E-03,7.77E+01,2.42E-01,1.03E-02,8.75E-02,7.92E+00,3.53E+01,4.28E+00,4.49E-01,2.13E+00,3.74E+00,1.30E+00,1.09E-01,2.70E-01,1.78E+00,4.19E-01,1.00E+00,0.00E+00,0.00E+00
400,3.01E+00,4.88E-01,1.14E-02,1.37E-03,7.50E-02,3.96E+02,6.17E-01,1.57E-02,1.14E-01,4.60E-02,5.09E-02,3.20E-01,5.39E-03,6.30E+00,1.01E-03,1.74E-03,1.35E-02,3.29E-02,5.98E+00,6.59E-01,3.37E+00,2.07E+00,6.79E+00,2.13E-01,8.21E-01,2.62E-01,3.23E+00,6.87E-02,1.00E+00,0.00E+00,0.00E+00
401,5.81E+01,3.82E-01,4.04E+00,3.12E-02,3.69E-02,4.57E-02,4.58E-02,1.59E+00,1.85E-02,4.30E-02,7.43E+01,2.61E-01,1.06E-01,8.32E+01,1.01E-03,4.34E-03,2.66E+00,3.28E-02,1.49E+01,1.30E+02,9.29E+00,3.96E-01,1.55E+01,6.79E-01,2.27E+00,5.01E-02,7.36E+00,2.19E-01,1.00E+00,0.00E+00,0.00E+00
402,2.97E+00,1.49E-01,2.61E-01,1.24E-03,5.12E-02,5.93E-01,1.67E-02,3.33E-02,3.08E+01,1.01E+00,5.56E-01,2.55E-02,7.21E-01,8.87E+01,8.72E-02,2.46E-01,3.80E+00,2.85E+00,8.44E+02,1.86E+02,6.66E+00,6.99E+00,1.91E+00,9.98E+00,1.62E+00,8.85E-01,9.08E-01,3.22E+00,1.00E+00,0.00E+00,0.00E+00
403,1.87E+00,3.38E-03,1.66E+00,1.86E-03,1.91E-01,1.70E+01,3.35E-02,1.38E+00,4.17E+00,6.77E-02,7.14E-02,6.74E-02,6.19E-01,8.84E+01,4.68E-01,1.74E-02,1.01E-03,1.53E+01,5.96E+01,4.92E-02,6.03E-01,9.64E+00,2.46E+00,9.21E+00,1.47E-01,1.22E+00,1.17E+00,2.97E+00,1.00E+00,0.00E+00,0.00E+00
404,1.12E+00,1.75E-02,2.89E+00,4.60E-03,4.26E-01,7.50E+01,9.40E-01,3.46E-01,1.39E-03,1.67E-02,8.48E-03,5.90E-01,1.47E+01,3.59E+01,1.04E-02,1.53E-02,8.28E-01,3.40E-01,5.26E+01,4.05E+01,2.74E-01,2.37E+00,1.75E-01,6.06E-01,6.69E-02,3.00E-01,8.33E-02,1.96E-01,1.00E+00,0.00E+00,0.00E+00
405,1.04E-02,6.26E-01,1.05E+00,2.93E-03,2.53E-01,6.32E-03,9.58E+00,1.31E+00,2.08E+01,6.92E-01,1.09E+00,2.14E-01,7.19E-01,7.96E+01,3.53E-02,7.79E-02,1.29E+01,1.15E+00,2.67E+02,6.28E+02,1.41E+01,5.32E+00,8.41E-01,2.96E-01,3.45E+00,6.73E-01,4.00E-01,9.55E-02,1.00E+00,0.00E+00,0.00E+00
406,1.21E+00,4.92E-02,1.73E-02,1.01E-03,3.13E-02,4.24E+02,2.82E-02,1.30E-03,1.54E+01,4.14E-01,4.63E+01,6.30E-03,2.68E+01,8.38E+01,3.02E-01,2.05E-02,1.99E+00,9.87E+00,7.02E+01,9.72E+01,5.65E-01,4.54E-01,2.09E-01,4.38E-01,1.38E-01,5.74E-02,9.94E-02,1.41E-01,1.00E+00,0.00E+00,0.00E+00
407,3.06E+00,2.44E-01,7.08E-01,8.40E-03,2.37E-01,3.13E+02,1.34E+00,1.67E+00,4.51E-03,3.01E-02,4.57E-03,1.13E-03,5.30E+00,4.78E+01,4.22E+00,2.40E-02,3.04E-03,1.38E+02,8.22E+01,1.49E-01,5.87E-01,1.57E+01,6.63E-01,3.83E+00,1.43E-01,1.98E+00,3.16E-01,1.23E+00,1.00E+00,0.00E+00,0.00E+00
408,4.70E-01,3.13E-01,6.38E-03,6.36E-04,9.37E-01,9.59E-01,1.63E-02,3.23E-03,3.13E+00,2.97E-01,3.11E-03,2.01E-01,9.62E+01,8.52E+00,5.45E+00,3.26E-03,1.45E-03,1.78E+02,1.12E+01,7.07E-02,1.16E+00,1.39E+01,4.58E+00,8.52E-01,2.83E-01,1.75E+00,2.18E+00,2.75E-01,1.00E+00,0.00E+00,0.00E+00
409,1.12E-01,1.15E-01,1.14E+00,1.08E-03,8.60E-01,1.61E-01,1.03E+00,2.23E-01,3.44E+01,8.65E-03,4.46E+00,6.37E-02,3.02E-01,2.80E+01,8.39E-02,1.14E-02,1.66E+01,2.74E+00,3.92E+01,8.12E+02,6.31E-01,8.15E-01,3.09E-01,1.03E+00,1.54E-01,1.03E-01,1.47E-01,3.31E-01,1.00E+00,0.00E+00,0.00E+00
410,9.49E+01,6.13E-02,8.60E+00,6.46E-04,3.68E-01,4.04E-01,1.76E-02,3.78E-01,3.20E-02,5.80E-01,7.07E-01,2.32E-01,4.63E+01,1.43E+01,4.18E+00,1.52E-02,4.07E-03,1.37E+02,5.23E+01,1.99E-01,1.52E+01,5.45E-01,8.40E+00,1.93E+00,3.72E+00,6.90E-02,4.00E+00,6.21E-01,1.00E+00,0.00E+00,0.00E+00
411,1.77E+01,3.41E-02,4.98E+00,8.64E-04,2.49E-02,9.75E+00,6.59E-02,5.66E-02,2.96E+00,8.44E-02,3.61E+01,3.82E-02,1.52E-01,8.93E+01,5.76E-02,8.56E-02,2.72E-02,1.88E+00,2.94E+02,1.33E+00,6.12E+00,7.54E-01,8.42E-01,6.78E-01,1.49E+00,9.55E-02,4.01E-01,2.19E-01,1.00E+00,0.00E+00,0.00E+00
412,9.04E+01,3.38E-01,9.42E+00,6.88E-02,1.11E-01,1.39E+02,2.56E+00,1.87E-02,1.09E-01,6.28E-03,1.50E+01,1.83E-03,4.50E-02,1.74E+01,2.15E-01,1.80E-02,2.34E+00,7.03E+00,6.17E+01,1.14E+02,1.57E+00,6.03E+00,4.91E+00,9.14E-01,3.83E-01,7.64E-01,2.34E+00,2.95E-01,1.00E+00,0.00E+00,0.00E+00
413,7.99E-01,9.33E-01,2.30E-01,6.89E-02,7.97E-02,4.16E+01,6.05E+00,2.14E-03,4.33E+01,1.64E+00,2.66E-01,2.46E+00,1.74E-03,3.27E+01,7.39E-01,2.56E-01,3.17E-01,2.41E+01,8.78E+02,1.55E+01,7.59E+00,7.99E+00,9.62E+00,3.00E-01,1.85E+00,1.01E+00,4.58E+00,9.69E-02,1.00E+00,0.00E+00,0.00E+00
414,5.68E-02,2.30E-01,5.19E-02,6.41E-04,1.29E-01,6.77E-02,6.56E-01,3.57E-03,2.46E-01,4.79E-02,6.19E-03,9.07E-03,8.30E+01,8.04E+00,5.14E+00,8.97E-03,2.25E-01,1.68E+02,3.08E+01,1.10E+01,2.66E+00,4.47E+00,1.13E+01,1.03E+00,6.49E-01,5.66E-01,5.39E+00,3.32E-01,1.00E+00,0.00E+00,0.00E+00
415,7.35E-02,2.07E-02,4.26E+00,5.07E-03,8.11E-01,6.92E+01,9.82E+00,9.14E+00,3.65E+01,2.84E+00,1.36E-03,2.53E-02,2.02E-02,6.99E+01,1.69E-01,3.76E-03,3.52E-03,5.53E+00,1.29E+01,1.72E-01,8.15E-01,2.11E+00,6.79E-01,3.48E-01,1.99E-01,2.67E-01,3.23E-01,1.12E-01,1.00E+00,0.00E+00,0.00E+00
416,7.59E+01,5.57E-01,4.86E-01,1.43E-03,3.84E-02,8.65E-02,2.41E-02,4.14E-02,1.50E-02,1.69E-03,2.39E-02,2.59E-02,1.37E-02,6.89E+00,2.41E+00,1.16E-02,2.41E-01,7.87E+01,3.96E+01,1.18E+01,3.84E+00,1.07E+00,1.07E+01,6.67E-01,9.37E-01,1.35E-01,5.09E+00,2.15E-01,1.00E+00,0.00E+00,0.00E+00
417,5.94E+00,2.81E-01,5.00E+00,1.40E-03,3.34E-02,3.61E-01,5.19E-01,2.03E-01,5.37E+01,3.58E-01,5.46E-02,4.46E-01,8.12E-03,4.68E+01,6.80E-01,1.76E-01,2.59E-03,2.22E+01,6.02E+02,1.27E-01,1.04E+00,5.68E-01,1.99E+01,5.87E+00,2.52E-01,7.19E-02,9.48E+00,1.90E+00,1.00E+00,0.00E+00,0.00E+00
418,5.19E+00,2.30E-01,3.38E-02,8.94E-04,5.33E-02,7.15E+00,1.98E-02,2.15E-02,6.02E+00,4.40E-03,2.15E+01,1.49E-03,6.69E-01,2.57E+01,3.42E-03,1.63E-03,6.24E+00,1.12E-01,5.58E+00,3.05E+02,1.50E+00,1.72E+01,1.13E+01,1.67E-01,3.66E-01,2.18E+00,5.39E+00,5.38E-02,1.00E+00,0.00E+00,0.00E+00
419,5.42E-01,2.05E-01,1.15E+00,3.63E-03,4.78E-02,4.57E-03,5.62E-01,4.17E-03,1.76E+01,3.83E-02,1.05E+01,9.49E-03,8.30E-03,2.91E+01,2.95E-02,1.06E-02,2.10E-01,9.64E-01,3.64E+01,1.03E+01,1.26E+00,2.71E+00,1.30E+01,3.07E+00,3.08E-01,3.43E-01,6.17E+00,9.90E-01,1.00E+00,0.00E+00,0.00E+00
420,2.49E+00,1.55E-01,4.73E-02,9.28E-03,1.14E-02,3.83E-02,1.34E-02,8.85E-03,1.01E-02,3.52E-03,1.44E+00,2.52E-03,8.40E-02,3.10E+01,3.37E-03,9.56E-03,2.47E-03,1.10E-01,3.28E+01,1.21E-01,1.29E+01,1.37E+01,2.26E+00,3.58E+00,3.13E+00,1.73E+00,1.08E+00,1.15E+00,1.00E+00,0.00E+00,0.00E+00
421,1.92E-02,3.44E-01,2.42E-02,8.52E-03,5.28E-01,7.37E+01,3.41E+00,4.28E-03,1.67E+00,5.63E-03,2.21E+01,2.05E-02,2.31E+01,4.71E+01,8.03E-01,6.67E-03,1.12E+00,2.62E+01,2.29E+01,5.48E+01,6.24E+00,1.07E+00,1.59E-01,4.46E+00,1.52E+00,1.35E-01,7.57E-02,1.44E+00,1.00E+00,0.00E+00,0.00E+00
422,6.91E-01,5.72E-01,4.19E+00,6.28E-04,2.67E-01,4.84E-01,1.74E+00,3.97E-03,8.69E-03,9.47E-03,3.13E+01,3.54E-02,1.61E-03,7.99E+01,3.21E-01,9.75E-02,7.86E-02,1.05E+01,3.34E+02,3.84E+00,1.41E+01,9.12E-01,8.26E-01,9.21E+00,3.43E+00,1.16E-01,3.93E-01,2.97E+00,1.00E+00,0.00E+00,0.00E+00
423,1.23E+00,7.71E-03,2.62E-01,5.20E-03,9.17E-02,5.13E+02,2.23E-01,9.64E-01,3.02E-02,2.61E+00,2.20E+00,9.07E-03,8.44E-03,2.37E+01,8.54E+00,4.30E-03,3.66E+00,2.79E+02,1.48E+01,1.79E+02,8.67E-01,1.05E+01,1.07E+00,1.59E+00,2.12E-01,1.32E+00,5.10E-01,5.12E-01,1.00E+00,0.00E+00,0.00E+00
424,1.64E-01,3.74E-01,4.27E-01,2.07E-03,4.78E-01,4.15E-02,4.64E-01,2.47E-02,5.26E+01,2.90E+00,3.49E-02,6.27E-01,1.57E-03,3.27E+01,1.42E-03,2.47E-03,1.87E-02,4.65E-02,8.47E+00,9.16E-01,1.24E+00,2.70E+00,3.83E-01,5.15E-01,3.03E-01,3.42E-01,1.82E-01,1.66E-01,1.00E+00,0.00E+00,0.00E+00
425,7.08E-01,4.02E-01,4.12E+00,3.89E-03,2.13E-02,1.27E-02,1.05E+00,1.13E-01,2.26E-03,3.49E-03,9.00E-01,1.50E-01,6.87E-02,8.87E+01,5.67E-01,5.17E-02,9.69E-02,1.85E+01,1.77E+02,4.74E+00,4.31E+00,7.86E+00,1.29E-01,6.13E-01,1.05E+00,9.94E-01,6.13E-02,1.98E-01,1.00E+00,0.00E+00,0.00E+00
426,1.91E-01,4.33E-02,3.47E-01,7.55E-04,1.19E-02,2.83E+01,3.77E+00,5.51E-02,7.96E+00,1.79E+01,4.70E-03,3.01E-02,5.07E-01,3.05E+01,1.84E+00,1.47E-01,4.19E+00,6.00E+01,5.03E+02,2.05E+02,1.05E+00,1.92E+01,5.66E-01,2.51E+00,2.55E-01,2.43E+00,2.70E-01,8.09E-01,1.00E+00,0.00E+00,0.00E+00
427,4.44E-02,3.57E-01,4.79E-01,1.89E-03,3.53E-01,1.80E-02,6.17E-01,1.44E-03,7.78E-03,2.81E-02,5.31E-01,3.36E+00,2.99E-02,9.06E+01,1.25E-03,2.55E-02,5.26E-02,4.09E-02,8.74E+01,2.57E+00,6.82E+00,3.30E+00,7.34E+00,1.04E+00,1.66E+00,4.18E-01,3.49E+00,3.37E-01,1.00E+00,0.00E+00,0.00E+00
428,3.16E+00,4.41E-01,7.12E-01,5.49E-02,1.49E-02,5.88E+01,2.58E+00,2.64E+00,3.98E-01,7.86E-01,9.68E-01,4.09E+00,2.53E-03,7.62E+01,3.01E-01,2.53E-02,1.84E-01,9.82E+00,8.66E+01,9.00E+00,9.58E-01,9.70E+00,1.21E-01,1.29E+00,2.34E-01,1.23E+00,5.75E-02,4.16E-01,1.00E+00,0.00E+00,0.00E+00
429,5.56E-02,2.11E-01,4.70E-02,1.99E-02,2.85E-02,1.55E+01,8.06E+00,3.27E-03,5.11E-01,5.98E-01,4.15E-02,3.68E-01,1.86E-02,1.75E+01,2.05E+00,1.05E-01,3.61E-02,6.69E+01,3.59E+02,1.76E+00,9.01E+00,5.87E+00,1.06E-01,1.43E+01,2.20E+00,7.43E-01,5.04E-02,4.61E+00,1.00E+00,0.00E+00,0.00E+00
430,1.60E-01,4.01E-01,7.40E-02,2.87E-03,1.41E-02,6.40E+00,1.65E+00,2.25E+01,1.28E+00,1.94E+01,1.45E-02,1.30E-02,5.68E+00,6.87E+01,3.02E+00,9.52E-02,3.59E-03,9.85E+01,3.27E+02,1.75E-01,2.04E+00,2.18E+00,1.33E+00,2.58E-01,4.97E-01,2.76E-01,6.34E-01,8.31E-02,1.00E+00,0.00E+00,0.00E+00
431,2.02E-01,5.82E-01,3.20E-02,3.97E-02,6.61E-02,5.94E+00,4.83E-01,5.27E-02,3.57E+01,2.44E-03,3.24E+01,2.96E-02,2.05E-01,6.79E+01,1.45E-02,8.27E-03,6.15E-03,4.72E-01,2.83E+01,3.01E-01,5.93E-01,5.19E+00,4.73E+00,6.50E+00,1.45E-01,6.57E-01,2.25E+00,2.10E+00,1.00E+00,0.00E+00,0.00E+00
432,8.09E+01,4.79E-01,5.96E+00,2.88E-03,5.34E-02,9.58E-01,9.88E-02,1.53E-02,1.89E+01,1.35E+01,4.89E-03,1.31E-03,8.22E+00,4.57E+01,2.42E-01,3.24E-03,1.72E-03,7.89E+00,1.11E+01,8.40E-02,1.58E+01,1.12E+00,1.26E+00,7.33E+00,3.85E+00,1.42E-01,6.00E-01,2.36E+00,1.00E+00,0.00E+00,0.00E+00
433,6.96E-01,3.65E-01,5.45E-02,5.34E-02,1.31E-02,9.05E-01,2.45E-01,7.25E-03,5.38E-01,9.18E-03,8.67E+01,4.26E-01,1.24E-03,5.16E+01,1.31E-03,4.11E-02,6.56E-02,4.27E-02,1.41E+02,3.20E+00,1.69E+01,1.23E+01,2.14E-01,2.38E+00,4.13E+00,1.56E+00,1.02E-01,7.69E-01,1.00E+00,0.00E+00,0.00E+00
434,1.69E+00,5.96E-01,2.70E-01,3.27E-03,9.07E-02,3.38E-02,1.26E-01,1.66E-02,1.06E+01,1.07E-02,4.31E-01,1.82E-01,2.23E-01,1.93E+01,2.58E+01,1.14E-03,1.37E-03,8.44E+02,3.90E+00,6.70E-02,2.53E-01,1.61E+01,2.02E-01,6.82E-01,6.17E-02,2.04E+00,9.64E-02,2.20E-01,1.00E+00,0.00E+00,0.00E+00
435,2.54E-02,2.24E-01,4.02E-03,1.86E-02,1.23E-02,5.94E-01,1.22E-01,2.59E-02,1.63E+00,6.10E-01,2.95E+00,2.91E+00,3.01E-03,9.25E+01,2.74E+00,1.49E-02,1.66E-03,8.96E+01,5.12E+01,8.09E-02,1.22E+00,1.00E+01,4.50E+00,2.23E+00,2.97E-01,1.27E+00,2.14E+00,7.21E-01,1.00E+00,0.00E+00,0.00E+00
436,2.71E+00,3.69E-01,2.55E-01,7.89E-04,3.87E-02,4.40E-02,1.49E-02,6.68E-02,4.77E-02,1.34E-01,2.54E+01,1.35E+01,2.67E+00,7.47E+01,5.82E-03,2.33E-02,6.43E-03,1.90E-01,7.99E+01,3.14E-01,8.75E+00,4.49E-01,7.48E+00,8.85E-01,2.13E+00,5.69E-02,3.56E+00,2.86E-01,1.00E+00,0.00E+00,0.00E+00
437,1.74E+01,9.38E-02,5.47E+00,1.34E-02,2.04E-02,4.04E+01,2.06E+00,5.09E-01,1.42E-03,1.31E-01,5.02E-03,2.16E-02,1.91E+01,2.12E+01,5.75E-01,1.60E-02,1.19E-02,1.88E+01,5.48E+01,5.84E-01,1.80E+00,7.05E+00,5.21E+00,5.00E-01,4.39E-01,8.93E-01,2.48E+00,1.61E-01,1.00E+00,0.00E+00,0.00E+00
438,3.82E-02,9.06E-03,1.06E-02,1.22E-03,2.71E-01,7.69E+01,1.92E-02,1.89E-02,3.47E+00,3.07E-03,1.19E-02,1.83E+01,2.38E+01,8.52E+01,3.24E-01,5.19E-03,6.12E-03,1.06E+01,1.78E+01,2.99E-01,2.46E+00,2.72E+00,6.82E-01,5.71E-01,6.00E-01,3.44E-01,3.25E-01,1.84E-01,1.00E+00,0.00E+00,0.00E+00
