,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA,period,DNA0_min,DNA0_max,DNA1_min,DNA1_max,DNA2_min,DNA2_max,DNA3_min,DNA3_max,DNA12_min,DNA12_max,DNA23_min,DNA23_max,DNA13_min,DNA13_max,DNA123_min,DNA123_max,mRNA_min,mRNA_max,m_min,m_max,d_min,d_max,selected,monotonicity_type
1702,6.052,0.5452,0.2363,0.01396,0.1209,0.9827,0.01789,0.8638,0.01971,20.83,1.874,0.005205,0.008298,4.758,0.00164,0.005771,73.68,0.08477,0.03202,190.5,12.53,0.07847,6.226,0.3662,0.9277,16.67,0.1078,0.3691,1,0,0,168.7,0.3043,0.6631,0.002034,0.005517,0.01499,0.136,0.02078,0.1811,0.002247,0.007496,0.2294,0.5465,3.86E-07,1.27E-05,2.82E-05,0.0009303,0.07397,0.3132,0.8561,3.287,0.09745,1.294,FALSE,3
1703,7.558,0.07282,0.3609,0.008539,0.02473,3.336,2.517,0.04345,0.02645,1.157,1.55,0.001554,0.01316,0.1804,27.29,61.2,0.00281,23.42,3.289,0.01338,0.1932,9.675,0.08118,1.146,6.982,0.06469,2.871,1.056,1,0,0,389.3,0.0002439,0.002038,0.002897,0.006755,0.04627,0.1078,0.0004178,0.001891,0.007553,0.02122,0.002367,0.002603,0.7839,0.8623,0.03465,0.135,0.1816,0.4075,18.68,38.27,2.582,10.83,FALSE,2
1704,8.547,0.2666,1.919,0.01451,0.8501,511.9,1.724,0.09928,0.1703,94.82,2.861,41.63,0.2513,0.04576,0.01942,0.006648,2.423,582,0.01336,126.1,10.94,0.9439,0.1005,1.115,1.555,1.433,0.05337,0.06674,1,0,0,67.4,0.03467,0.3489,5.90E-06,0.0001689,0.2623,0.797,0.003395,0.0976,0.0001192,0.003551,0.01838,0.548,5.49E-08,9.45E-05,3.40E-05,0.07823,0.6093,8.522,20.73,184,0.7138,56.2,TRUE,1
1705,21.75,0.9573,0.4612,0.0005272,0.03665,54.47,0.01358,33.24,3.33,0.003442,1.893,0.499,1.047,8.148,70.58,0.03477,4.806,0.9605,64.11,0.01344,2.73,4.716,0.07709,1.382,8.565,0.6955,0.573,4.833,1,0,0,121.6,0.3026,0.5538,0.02607,0.1002,1.86E-07,7.82E-07,0.182,0.3812,3.22E-09,6.85E-08,1.76E-08,5.74E-08,0.1196,0.3958,5.78E-10,1.03E-08,0.04141,0.1134,0.954,2.534,0.0007092,0.004037,FALSE,2
1706,5.465,0.375,2.357,0.03522,0.02512,21.11,4.937,0.005714,2.68,0.002988,32.64,0.02148,55.87,1.013,0.001629,0.007784,0.1117,0.02579,7.572,0.03884,0.5666,0.5797,19.07,0.2886,0.5921,0.3886,1.247,2.548,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3
1707,1.192,0.0432,0.04248,0.003716,0.3573,1.408,0.02238,1.994,0.01006,0.364,16.86,41.66,0.4027,0.008323,0.09543,0.003849,1.027,0.2558,0.2414,34.09,1.065,5.46,2.704,4.262,0.1614,0.6386,0.05123,0.07897,1,0,0,363.8,0.01066,0.02512,0.005887,0.01041,0.0002078,0.0005587,0.0004657,0.0008594,0.0008075,0.001386,0.0005293,0.0008709,0.001774,0.003685,0.959,0.9788,0.06992,0.1115,1.935,2.55,0.9481,1.646,FALSE,0
1708,0.1791,0.1137,0.03783,0.0006464,0.3196,350.3,0.8659,0.1441,0.004522,0.1025,0.1445,0.009954,15.81,0.00399,0.05078,0.2268,5.28,0.1712,66.08,0.1579,13.29,0.1493,10.05,0.0734,0.2065,0.09066,0.2437,0.4001,1,0,0,341.6,0.001115,0.08504,0.0004722,0.01315,1.31E-05,7.32E-05,0.1283,0.7098,0.0004807,0.000563,0.01793,0.1357,0.08976,0.3419,0.06152,0.6832,9.744,43.4,15.56,66.15,0.2208,3.992,FALSE,1
1709,15.98,0.1453,9.328,0.002417,0.04962,14.42,1.218,9.306,0.1045,2.693,0.001264,44.1,0.8116,0.002014,21.99,0.00225,0.7637,61.67,0.01715,34.84,7.362,13.49,4.19,3.535,1.928,1.355,1.447,0.05756,1,0,0,76.3,0.01551,0.3725,0.006367,0.1304,0.0009147,0.4641,0.0004062,0.007918,0.005172,0.07383,0.0002408,0.003506,0.0001705,0.07517,0.2399,0.948,0.02268,0.5856,5.364,35.04,0.1004,4.217,FALSE,0
1710,12.53,0.6661,0.5919,0.0711,0.063,19,0.02141,90.72,0.004736,3.24,0.01055,12.04,0.004248,4.97,31.86,0.3507,17.27,16.15,0.1412,7.8,0.5272,1.812,2.458,7.489,0.4127,11.22,0.07608,4.505,1,0,0,138.7,0.2485,0.9434,0.01107,0.1253,0.02526,0.0283,0.01246,0.1393,0.0003328,0.01732,0.009449,0.4922,2.50E-05,0.00804,4.58E-05,0.0547,0.06816,0.4383,1.33,7.772,0.006255,0.1962,FALSE,2
1711,0.7208,0.4081,0.1105,0.001848,0.01532,918.6,8.541,0.01503,0.3728,0.3381,76.11,0.001641,7.485,0.001286,19.91,0.9072,11.29,0.04439,4.107,0.05154,9.705,0.07983,0.2051,0.4249,3.748,0.1602,15.8,0.2478,1,0,0,113.7,0.001219,0.05955,0.07472,0.2823,3.66E-05,0.0001466,0.0314,0.1477,0.0009159,0.01001,2.68E-06,2.00E-05,0.5303,0.8854,6.42E-05,0.001594,12.43,53.54,22.13,93.29,0.008178,0.1451,FALSE,1
1712,97.67,0.5008,1.721,0.001286,0.02272,103.3,0.05318,0.03024,0.5333,11.53,0.1699,54.83,10.16,0.01116,1.884,0.1221,22.47,0.03024,0.01216,18.36,0.3617,2.653,5.85,3.147,0.06197,0.4517,0.5083,8.855,1,0,0,360,0.0002647,0.3997,0.01252,0.1818,9.06E-05,0.09854,0.0002012,0.0333,0.02746,0.8894,0.001212,0.0317,0.0001189,0.2809,0.01025,0.881,0.006245,0.4584,1.273,66.23,0.0003967,0.9634,FALSE,0
1713,0.4385,0.2979,0.05674,0.08033,0.7562,328.3,0.2003,52.7,0.005202,0.2148,0.01873,63,0.0943,0.06415,0.409,0.004391,34.76,0.8087,0.01056,13.28,0.67,2.796,2.695,1.334,0.8617,7.761,0.2403,4.886,1,0,0,275.6,0.02132,0.3026,0.01813,0.0517,0.008222,0.121,0.09353,0.2693,0.005864,0.009784,0.4383,0.7296,0.002391,0.08303,0.002434,0.06478,5.229,23.92,7.66,33.55,0.1351,2.593,FALSE,1
1714,0.7184,0.07639,8.516,0.00688,0.01508,8.585,3.221,0.168,29.32,0.04156,1.002,0.02956,0.2495,0.3023,0.002093,8.886,0.003216,0.05043,5.098,0.0222,10.51,0.0625,17.89,1.264,0.07082,0.05157,0.08044,0.1343,1,0,0,552.1,0.2123,0.4076,0.0004246,0.004914,0.0093,0.1064,0.001183,0.01798,0.004798,0.04731,0.05659,0.166,3.77E-06,3.77E-06,0.4974,0.5041,0.3058,1.354,2.947,12.18,0.0154,0.2599,FALSE,0
1715,7.994,0.5072,5.804,0.0106,0.39,579,6.821,69.14,0.004915,0.01297,0.01118,0.0568,0.02652,0.8558,0.07586,0.00189,0.07456,0.8234,0.01248,97.19,15.36,0.3693,0.5917,0.9612,0.4703,0.6357,12.79,9.633,1,0,0,73.6,0.04713,0.4756,0.00107,0.1845,0.01131,0.6889,4.86E-06,0.002385,0.05588,0.8771,6.28E-07,1.01E-05,1.25E-08,0.001533,3.16E-09,3.57E-05,0.3806,15.18,6.207,181.2,0.02597,22.11,TRUE,1
1716,0.1564,0.1036,0.5193,0.06976,0.03583,2.966,0.3478,0.06955,50.74,50.48,0.002205,0.02905,1.338,0.003084,0.002518,0.002298,0.1788,0.01167,1.186,0.1998,17.96,11.06,11.77,0.5451,0.2873,0.09449,0.6289,0.3508,1,0,0,462.2,0.1717,0.7356,0.001065,0.1944,1.03E-05,0.0005217,0.006171,0.2744,8.61E-05,0.0008123,4.07E-06,0.008599,0.103,0.4968,0.01101,0.5208,0.4955,9.478,0.873,10.69,0.01078,1.339,FALSE,0
1717,49.16,0.3514,7.163,0.0009085,0.1614,19.5,0.1352,47.83,44.15,0.09765,0.002121,0.09331,1.28,0.07729,0.01387,8.329,0.02058,150.3,29.91,0.01409,0.1715,4.637,1.401,11.16,0.1766,5.655,0.1328,1.865,1,0,0,108.1,0.1032,0.5986,5.64E-07,7.68E-05,0.001703,0.2326,0.04373,0.6617,2.92E-09,7.13E-05,0.03173,0.7271,8.17E-07,1.87E-05,2.51E-07,2.59E-07,0.009493,0.21,1.448,23.84,0.01783,4.701,FALSE,1
1718,0.1301,0.06646,0.4081,0.002606,0.03501,3.352,0.459,0.08331,0.07155,62.5,3.646,1.226,0.008047,0.006319,0.1944,0.02796,25.77,0.1556,0.09841,12.62,18.07,0.7955,0.1193,4.819,0.1293,0.0572,0.203,0.08816,1,0,0,228.4,0.08848,0.149,0.007118,0.008505,0.0009426,0.003728,0.007187,0.02128,0.0096,0.0302,9.54E-05,0.000139,0.005854,0.02287,0.7974,0.8591,0.7707,1.699,1.623,3.103,0.02811,0.09967,FALSE,0
1719,5.094,0.6073,0.7965,0.000563,0.8141,424.6,0.9803,0.4273,0.02607,18.24,10.31,0.007829,0.1348,3.926,0.001925,0.02813,2.1,0.02744,63.86,22.01,0.1101,0.2372,18.01,0.1478,0.2378,0.05917,6.024,9.875,1,0,0,166,0.3538,0.8465,0.04414,0.2315,0.000113,0.001773,0.02448,0.3841,1.06E-05,0.0001323,1.10E-05,0.005462,0.01979,0.2482,7.26E-08,2.18E-05,1.578,9.1,13.3,75.53,0.3391,10.94,TRUE,1
1720,1.876,0.1276,0.8538,0.003614,0.03249,35.88,0.6684,0.02201,1.571,2.517,0.03037,1.327,79.47,0.0227,0.006301,0.02795,2.057,0.05795,0.02879,37.08,0.9387,0.07233,4.863,0.5822,0.1679,0.05162,1.7,0.09645,1,0,0,351.2,0.0002188,0.7129,0.02116,0.04601,0.01648,0.1635,0.0009265,0.00163,0.005194,0.6437,0.0008792,0.5572,0.0001403,0.001305,0.02701,0.8693,0.3371,34.24,6.263,318.1,0.03596,91.61,FALSE,1
1721,14.55,0.01561,6.547,0.004068,0.1817,878.6,0.3239,0.07261,2.59,0.002386,0.006186,50.09,0.001333,0.004318,20.75,0.02748,0.4313,0.05139,0.01502,0.886,0.151,5.36,8.73,2.74,0.575,7.314,0.1785,0.2373,1,0,0,538,3.88E-05,0.02603,0.01694,0.4218,1.32E-05,0.03927,2.04E-05,0.0005082,0.00241,0.1182,0.0005401,0.02638,0.001397,0.088,0.5018,0.9709,0.005572,0.219,11.15,93.31,0.0257,1.801,FALSE,0
1722,33.16,0.5327,4.038,0.05864,0.03487,52.95,8.958,0.02464,0.5551,0.07005,43.33,0.02363,0.01948,0.001105,14.01,0.2608,0.00677,192.4,1.408,0.0474,3.434,13.21,0.6223,14,0.2931,0.2428,0.9613,0.1111,1,0,0,28.9,0.00308,0.113,4.33E-05,0.009898,0.0009838,0.01076,7.17E-05,0.1989,3.79E-05,0.01979,3.68E-05,0.005627,0.001269,0.01512,0.6821,0.9908,0.04275,1.963,5.868,82.76,0.02429,4.502,FALSE,0
1723,60.33,0.1413,1.071,0.005916,0.02419,119.1,0.01204,0.003918,98.49,0.002035,0.7283,0.195,0.03306,0.1954,0.2078,44.4,3.14,0.1449,6.572,0.01118,1.856,0.3063,0.05014,0.1799,4.816,8.228,15.2,9.7,1,0,0,79.7,0.07689,0.2316,0.002429,0.006889,0.01058,0.0382,0.7479,0.891,4.99E-05,0.0009754,0.0001362,0.001064,0.0003178,0.002631,4.00E-10,2.29E-08,0.01378,0.04359,6.221,16.43,0.007888,0.05482,FALSE,1
1724,8.71,0.9321,6.034,0.003367,0.2308,25.44,0.7184,3.991,87.56,0.06859,0.1776,0.06648,0.1351,2.545,0.004832,2.788,1.218,25.54,2.266,0.0143,5.048,9.209,3.159,1.871,5.556,3.805,0.8467,0.1951,1,0,0,52,0.3996,0.4471,8.19E-07,1.60E-06,0.005359,0.01031,0.512,0.5545,9.32E-09,3.61E-08,0.02497,0.04959,2.49E-06,4.94E-06,1.01E-06,4.03E-06,0.1114,0.1622,1.05,1.505,0.0101,0.02041,FALSE,2
1725,0.8392,0.2668,0.3373,0.005269,0.01058,0.3285,0.9609,0.1738,0.006047,0.0161,0.1043,28.53,0.001502,0.001448,1.837,0.001922,13.11,74.71,3.024,58.44,12.16,1.393,3.504,0.2777,0.05143,0.3825,0.09215,0.06386,1,0,0,123.8,0.0189,0.4864,0.001673,0.02037,1.32E-05,0.004853,0.01512,0.1861,0.00066,0.01259,0.00101,0.01698,0.0006515,0.08625,0.3844,0.9346,0.3721,7.062,2.241,17.75,0.3655,9.503,FALSE,0
1726,4.884,0.06386,0.1742,0.001292,0.5594,251.7,0.3384,8.371,0.2074,0.001321,14.8,0.202,0.02851,0.001618,0.9108,0.01669,0.001631,33.33,0.6752,0.03951,2.151,0.4197,7.548,7.209,0.07068,0.08196,0.8674,0.3093,1,0,0,131.3,0.01221,0.1433,0.001161,0.01173,0.001428,0.006662,0.000876,0.0597,0.001964,0.02392,0.001278,0.01131,0.0008447,0.006506,0.7996,0.9738,0.1711,0.986,17.92,58.08,0.7141,7.496,FALSE,0
1727,17,0.1739,0.9345,0.06295,0.1552,199.7,0.04385,0.05902,28.16,0.8239,0.002626,0.01,0.01268,0.001186,0.007761,69.08,0.01107,0.01342,67.67,1.405,1.471,19.54,0.8207,1.447,0.5139,0.1442,0.3848,0.2323,1,0,0,211.9,0.1629,0.8008,0.004845,0.433,0.005183,0.472,5.31E-05,0.00222,0.03173,0.04271,1.09E-06,0.008687,0.003055,0.0918,0.00183,0.53,0.03236,0.6332,3.425,54.05,0.009152,2.27,FALSE,0
1728,13.43,0.9411,0.161,0.0232,0.957,196.2,0.04136,0.08339,18.01,0.0304,0.1972,0.002344,0.03334,0.0018,0.004473,41.78,0.005732,0.2122,126.2,0.01434,0.2825,0.5685,0.1764,0.5469,4.04,3.279,11.13,7.634,1,0,0,321.1,0.385,0.7607,0.005404,0.02032,0.08445,0.3241,0.1356,0.3016,4.25E-05,0.00117,0.0002677,0.003546,0.0001832,0.002524,1.67E-09,1.63E-07,0.5857,1.593,8.344,22.59,0.3396,2.489,FALSE,1
1729,20.22,0.6966,0.8909,0.01106,0.04076,115.7,0.2794,13.03,0.8474,59.43,0.001968,0.03069,0.007042,0.003139,0.03845,0.03676,14.22,3.368,0.1833,51.35,0.5839,0.4136,15.99,0.09775,2.468,0.3567,0.1593,0.07006,1,0,0,36.6,0.1286,0.8252,0.0002031,0.006344,0.01024,0.2582,0.004935,0.1614,1.04E-05,0.0001015,0.1121,0.7954,2.25E-06,0.003607,3.43E-05,0.00437,0.3028,2.939,9.546,76.09,0.03269,2.038,FALSE,1
1730,59.69,0.5887,0.5343,0.0005938,0.9676,196.9,0.01228,0.01051,87.4,0.3554,0.00213,0.00112,0.0177,0.06397,4.535,47.96,0.01626,0.01036,14.18,0.6435,0.2496,1.86,6.835,0.3838,0.06003,0.06284,5.313,0.101,1,0,0,49.7,0.04452,0.2319,0.4848,0.8432,0.0004987,0.01928,2.10E-05,0.0001085,0.01293,0.4196,1.01E-07,2.70E-05,0.003714,0.0198,0.001373,0.02124,0.00398,0.03925,0.4597,3.594,0.001087,0.0633,FALSE,2
1731,119.2,0.02811,4.348,0.02117,0.129,78.13,0.02095,0.8081,0.003288,0.007305,0.03508,0.002397,95.01,0.002492,0.09756,4.938,1.66,0.03924,12.54,0.01103,4.088,0.1128,2.981,0.1785,0.08126,0.0813,3.075,0.3539,1,0,0,245.2,2.28E-05,0.003341,3.14E-05,0.005207,2.72E-05,0.0002942,0.01083,0.101,0.002465,0.02146,0.004256,0.04388,0.02392,0.3145,0.5744,0.9405,0.001976,0.0201,10.72,49.22,0.1896,3.999,FALSE,1
1732,0.2956,0.1332,2.929,0.003173,0.06197,17.93,3.991,0.05725,0.001716,0.007088,1.305,1.28,49.22,0.05781,0.1815,4.587,60.08,0.01064,1.137,3.913,0.1269,12.33,12.16,13.72,0.1337,0.506,0.4819,1.723,1,0,0,71.6,0.007046,0.04103,0.001869,0.02249,0.001026,0.002409,0.003712,0.01012,0.0002972,0.00098,0.00709,0.02559,0.02915,0.09513,0.8282,0.9376,0.728,1.87,1.792,3.486,0.01129,0.04172,FALSE,0
1733,49,0.8669,0.1497,0.08957,0.01702,160.4,0.03193,14.9,0.006673,0.3529,0.8979,0.009036,0.005414,44.92,1.912,0.006834,0.001054,1.329,0.01541,2.101,1.143,19.99,0.2873,1.919,0.3598,0.182,0.0586,6.335,1,0,0,516.9,0.3922,0.8781,0.0605,0.3909,0.02991,0.1162,2.11E-05,0.0001341,0.01006,0.18,5.27E-06,0.0001037,0.0001631,0.01409,4.73E-05,0.008747,0.3797,1.406,21.45,79.3,0.04881,0.6669,FALSE,0
1734,8.118,0.1442,0.8916,0.0458,0.06913,143.5,0.03886,0.04621,1.78,18.42,0.003107,0.0017,0.1578,0.04084,0.007221,0.6627,2.729,0.01296,17.17,0.3251,6.809,3.95,4.815,8.283,0.07391,1.224,3.81,0.1263,1,0,0,326,0.2297,0.7851,0.0006066,0.1595,0.0001915,0.002418,0.04318,0.5112,0.000389,0.006375,1.48E-05,0.006014,0.003037,0.04865,0.05128,0.3965,0.06577,0.4226,3.792,22.73,0.006954,0.2487,FALSE,2
1735,5.307,0.0199,1.302,0.02667,0.0318,77.95,0.02423,0.001424,0.009823,0.02642,14.79,21.09,0.001663,0.7726,4.302,0.00328,0.01122,0.2592,0.02367,0.0447,12.2,0.188,0.08564,7.891,0.1437,0.1692,0.0862,0.05933,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1736,4.954,0.6343,1.663,0.01036,0.2966,10.89,0.3488,0.1211,0.07422,0.09842,30.54,15.5,1.526,0.001385,70.6,0.0915,81.49,170.6,1.538,0.8795,4.008,1.007,0.09481,0.3465,0.1212,0.3758,0.2116,0.05686,1,0,0,95.6,0.000175,0.1622,0.0003714,0.003366,2.11E-06,0.004541,0.08344,0.742,0.0001501,0.003057,0.0002391,0.03847,0.01965,0.6517,0.08559,0.6315,0.1254,2.11,1.13,14.09,0.03799,5.396,FALSE,1
1737,85.52,0.1845,0.4869,0.003381,0.04142,650,1.297,0.5483,37.37,2.669,0.01586,0.01496,0.09092,0.003619,0.002151,0.5923,12.49,0.01345,0.7295,252.8,1.687,7.963,1.763,14.41,0.1044,0.1056,0.839,0.1363,1,0,0,98,0.002078,0.007437,3.76E-05,0.008476,0.0004917,0.003524,2.70E-05,0.0002343,0.0007684,0.01154,5.37E-06,0.0005144,0.0002185,0.003228,0.9703,0.9942,0.08233,0.366,39.93,156.5,0.1016,1.561,FALSE,0
1738,1.121,0.8446,1.99,0.0007761,0.3108,6.636,0.7224,21.79,0.4258,13.91,1.45,53.55,0.1192,0.009774,74.99,0.1411,0.003694,21.52,0.01514,0.5801,0.4827,2.736,1.6,5.581,0.1896,0.4464,9.22,0.3874,1,0,0,76.7,0.234,0.3044,0.08921,0.1385,0.2498,0.3462,0.000172,0.0002333,0.2629,0.3696,3.25E-05,4.66E-05,0.000318,0.0008198,0.002218,0.005949,1.014,1.429,1.355,1.881,0.08638,0.1653,FALSE,1
1739,41.56,0.2505,3.519,0.001197,0.1179,63.71,0.02892,0.004654,0.04035,0.01114,78.44,0.09862,66.65,0.003096,29.15,1.16,0.7159,0.04838,5.8,0.06004,2.092,0.3333,0.3347,0.4605,0.1471,0.9686,0.4912,0.06764,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1740,0.5786,0.6413,0.0426,0.004003,0.2386,928,0.1156,74.16,0.002953,0.2197,0.03617,5.485,24.87,0.03505,2.2,3.655,0.009838,0.2143,1.376,0.02851,13.87,13.75,5.215,4.211,3.181,0.1207,0.7399,0.2457,1,0,0,362.1,0.1777,0.2702,0.02645,0.05455,0.006541,0.0145,0.0005838,0.003908,0.00312,0.01707,0.0002895,0.0007609,0.01805,0.04768,0.6411,0.7343,6.888,11.54,6.22,10.4,0.009948,0.0278,FALSE,0
1741,11.61,0.2086,0.8622,0.001971,0.2088,9.967,0.02237,61.53,0.006311,0.006419,3.777,3.151,0.009255,0.005367,0.1518,0.01361,17.67,1.3,0.02607,411.1,0.6275,0.1248,0.158,1.26,1.119,10.17,1.142,0.325,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1742,25.94,0.7388,1.765,0.0008006,0.06439,31.25,3.342,90.42,0.00205,0.021,0.1786,0.03156,0.154,0.005438,1.038,0.199,0.002765,0.6494,0.0714,0.01802,0.1266,7.536,12.27,18.85,4.689,0.2501,0.2281,0.0994,1,0,0,39.8,0.001267,0.008444,0.0005555,0.005537,0.002249,0.005077,7.24E-06,0.007802,3.16E-05,0.0001179,0.002012,0.07274,0.0006622,0.02046,0.8893,0.9891,0.135,0.952,4.845,31.13,0.04856,1.996,FALSE,0
1743,7.908,0.751,1.993,0.02487,0.04489,0.2984,0.1888,97.38,0.0144,0.08608,0.2499,0.725,0.001451,47.8,0.1748,0.01254,21.07,3.714,0.0126,319.6,3.642,0.1596,0.8082,0.08535,4.169,0.3727,2.54,2.005,1,0,0,161.7,0.3002,0.6853,0.003417,0.04752,0.279,0.573,0.004748,0.06782,0.002122,0.05725,0.001085,0.02914,1.24E-05,0.003689,1.06E-07,6.18E-05,0.08387,0.4784,0.8956,4.622,0.1279,2.862,FALSE,3
1744,0.02103,0.2581,0.1116,0.02202,0.02244,0.04388,0.2305,0.1071,0.225,47.65,0.1056,45.97,0.3068,0.1082,0.2799,0.002999,0.0261,0.4793,0.3007,0.2692,0.6561,2.174,0.5232,2.521,0.05624,0.1687,0.2674,0.4474,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1745,0.2811,0.0359,0.06924,0.04185,0.05526,602.5,0.9408,0.00979,2.414,0.006099,0.001427,59.27,0.1086,0.001613,0.2238,0.00594,0.0219,0.5426,0.1031,1.209,1.089,5.417,0.3951,4.086,0.05583,0.8308,0.5382,0.4309,1,0,0,247.4,0.001281,0.4627,0.007006,0.2393,0.0005736,0.0529,0.0003103,0.01025,0.06819,0.4233,0.0001121,0.0007247,0.009338,0.1263,0.1274,0.9009,8.036,82.21,76.03,415.6,0.5302,15.84,FALSE,1
1746,2.055,0.1018,2.872,0.04852,0.03156,5.105,0.3542,0.1198,0.006035,4.144,60.3,70.76,3.118,0.001245,1.226,4.462,0.003983,84.32,1.401,0.07,1.414,0.09934,2.103,1.445,0.07467,0.2194,0.2478,0.08944,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1747,2.959,0.1471,3.393,0.01025,0.02842,0.9634,0.189,0.001924,21.1,67.63,5.144,0.09706,1.973,0.03949,0.006521,2.514,50.38,0.01301,763.4,141.6,5.423,6.716,0.3042,0.4579,2.26,0.2087,1.621,0.1821,1,0,0,173.3,0.065,0.6164,0.01493,0.4397,4.80E-05,0.002211,0.005186,0.2388,0.0001047,0.0005817,1.22E-07,0.0004525,0.1517,0.8429,2.14E-05,0.01057,0.03874,0.9188,0.9828,11.57,0.03625,3.837,FALSE,1
1748,3.409,0.8786,0.8015,0.01034,0.0978,9.506,1.522,0.3673,0.4018,31.39,12.3,0.003423,0.001278,0.001128,0.05566,0.01475,0.002196,0.01006,0.09834,0.01989,0.9718,0.4674,0.2529,7.283,0.1594,0.6077,0.112,0.08933,1,0,0,1023,0.009106,0.1026,0.08668,0.1611,0.002331,0.004851,0.0009838,0.004069,0.02905,0.1413,0.0002134,0.00128,0.005066,0.007826,0.6962,0.7854,1.179,3.463,4.572,13.39,0.2149,1.842,FALSE,0
1749,18.76,0.5506,2.938,0.005874,0.0261,21.87,3.078,0.1241,0.06214,0.001379,0.003158,0.1122,18.59,0.001096,0.001128,3.057,0.8711,0.05165,2.524,0.3661,4.664,4.103,5.696,5.01,0.3831,0.2017,0.4116,0.08394,1,0,0,110,0.0002903,0.08731,3.49E-07,0.02432,0.0007016,0.01106,0.001386,0.01035,1.07E-05,0.002733,0.0003562,0.08198,3.49E-05,0.02022,0.8947,0.9728,0.04421,1.575,1.63,42.99,0.003559,2.204,FALSE,0
1750,108,0.1683,2.334,0.01753,0.06052,160,0.03327,0.09581,18.1,0.4988,13.81,0.001357,0.04934,0.009714,11.06,3.803,0.2602,0.7404,0.2534,0.01195,7.894,1.285,0.4256,9.731,1.426,0.07439,0.1627,0.1357,1,0,0,315.7,0.09862,0.1534,0.003225,0.01569,0.003296,0.01549,0.003498,0.03932,0.0004496,0.01306,0.0008048,0.004747,0.005477,0.02748,0.7787,0.8531,0.003134,0.008198,2.058,5.219,0.001617,0.01029,FALSE,0
1751,0.01758,0.03545,0.5691,0.006137,0.284,10.4,9.756,0.1527,0.0112,0.007495,0.001852,12.11,0.003912,0.003961,26.78,0.003701,64.21,76.73,0.05039,7.991,7.012,16.71,1.341,0.2282,0.1388,8.847,0.2921,0.1281,1,0,0,359.2,0.002103,0.1295,0.001696,0.009597,4.61E-05,0.01795,0.03905,0.2209,0.0023,0.04044,0.004811,0.08463,0.008186,0.1512,0.5793,0.9008,2.832,31.55,2.148,10.22,0.1264,2.852,FALSE,0
1752,0.8374,0.9903,9.899,0.001459,0.05838,0.9627,6.135,0.1364,5.493,97.71,0.002086,2.307,65.83,0.00879,0.121,0.009641,47.1,0.7937,0.1822,304.3,0.4524,0.1345,1.208,12.58,0.1308,0.07693,0.2103,0.9277,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1753,0.1663,0.3742,0.1171,0.004354,0.1127,4.926,0.05737,97.68,0.0128,0.006019,0.001518,0.002408,0.5819,0.1744,0.02425,0.01532,0.01298,0.02332,40.09,0.01945,0.543,0.4535,12.34,19.65,4.575,0.06166,11.38,16.59,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1754,10.3,0.1285,0.3978,0.0005566,0.03195,152.3,0.1087,0.001035,10.38,0.01398,0.009377,80.58,6.545,0.002254,6.57,0.001064,9.535,0.02084,0.03601,2.908,0.2754,0.09425,2.281,0.8024,0.4792,14.2,0.1161,5.123,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1755,4.138,0.5184,0.303,0.05472,0.4754,4.178,0.01458,31.1,3.584,74.16,17.67,1.099,0.001793,0.001473,0.00222,0.01504,26.88,379.8,0.05089,63.04,8.946,3.745,3.438,9.352,0.6842,0.09249,0.1245,0.9345,1,0,0,83.7,0.1505,0.4589,5.09E-07,2.29E-06,0.02645,0.1554,0.03684,0.1722,2.44E-06,4.48E-06,0.3762,0.688,2.40E-06,6.14E-05,0.002962,0.03722,0.1761,0.6116,1.438,4.135,0.2356,1.915,FALSE,1
1756,77.84,0.2306,9.896,0.005425,0.01436,60.83,5.761,0.003892,0.008866,0.4846,0.0177,21.46,0.009635,0.009546,7.103,0.001292,0.2542,0.01286,0.1846,3.304,0.1548,0.1054,1.223,0.9016,0.05449,1.1,0.1189,1.991,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1757,0.4821,0.03992,0.1053,0.0005122,0.06866,516.7,0.1759,0.1311,0.4402,5.996,0.001749,0.002308,90.42,0.2072,0.002219,25.06,0.09417,0.1157,242.2,0.04859,19.99,1.536,6.868,13.28,0.1628,0.09345,0.2478,0.129,1,0,0,1394,0.108,0.3529,3.34E-05,0.001021,0.0001464,0.003858,0.007198,0.03831,7.89E-05,0.0001634,0.0001812,0.0163,0.0001115,0.002623,0.6155,0.8684,0.6536,3.371,8.057,38.17,0.008629,0.1936,FALSE,0
